p1		p2	
10888	GPR83	2791	GNG11
10888	GPR83	2792	GNGT1
10888	GPR83	2785	GNG3
10888	GPR83	2793	GNGT2
10888	GPR83	94235	GNG8
10888	GPR83	2783	GNB2
10888	GPR83	54331	GNG2
10888	GPR83	2786	GNG4
10888	GPR83	55970	GNG12
10888	GPR83	2787	GNG5
10888	GPR83	2790	GNG10
10888	GPR83	2788	GNG7
10888	GPR83	2782	GNB1
79441	HAUS3	54930	HAUS4
79441	HAUS3	10844	TUBGCP2
79441	HAUS3	115106	HAUS1
79441	HAUS3	10733	PLK4
79441	HAUS3	121441	NEDD1
79441	HAUS3	27229	TUBGCP4
79913	ACTR5	8607	RUVBL1
79913	ACTR5	60	ACTB
79913	ACTR5	93973	ACTR8
79913	ACTR5	54617	INO80
79913	ACTR5	57634	EP400
79913	ACTR5	125476	INO80C
79913	ACTR5	86	ACTL6A
79913	ACTR5	10856	RUVBL2
4159	MC3R	59345	GNB4
4159	MC3R	2784	GNB3
4159	MC3R	2792	GNGT1
4159	MC3R	51764	GNG13
4159	MC3R	2791	GNG11
4159	MC3R	2785	GNG3
4159	MC3R	2793	GNGT2
4159	MC3R	94235	GNG8
4159	MC3R	2783	GNB2
4159	MC3R	54331	GNG2
4159	MC3R	2786	GNG4
4159	MC3R	2787	GNG5
4159	MC3R	55970	GNG12
4159	MC3R	2790	GNG10
4159	MC3R	2782	GNB1
4159	MC3R	2788	GNG7
90196	SYS1	51560	RAB6B
90196	SYS1	84342	COG8
90196	SYS1	5870	RAB6A
90196	SYS1	10139	ARFRP1
90196	SYS1	22796	COG2
90196	SYS1	57511	COG6
5335	PLCG1	2064	ERBB2
5335	PLCG1	2260	FGFR1
5335	PLCG1	3937	LCP2
5335	PLCG1	29760	BLNK
5335	PLCG1	5156	PDGFRA
5335	PLCG1	640	BLK
5335	PLCG1	5159	PDGFRB
5335	PLCG1	3791	KDR
5335	PLCG1	7294	TXK
5335	PLCG1	7525	YES1
5335	PLCG1	7535	ZAP70
5335	PLCG1	1956	EGFR
5335	PLCG1	2264	FGFR4
5335	PLCG1	695	BTK
5335	PLCG1	3932	LCK
5335	PLCG1	2885	GRB2
5335	PLCG1	9402	GRAP2
5335	PLCG1	2261	FGFR3
5335	PLCG1	2534	FYN
5335	PLCG1	5979	RET
5335	PLCG1	6714	SRC
5335	PLCG1	2268	FGR
5335	PLCG1	6850	SYK
5335	PLCG1	3055	HCK
5335	PLCG1	9636	ISG15
5335	PLCG1	7006	TEC
5335	PLCG1	27040	LAT
5335	PLCG1	3702	ITK
5335	PLCG1	2263	FGFR2
5335	PLCG1	4067	LYN
6431	SRSF6	27339	PRPF19
6431	SRSF6	9716	AQR
6431	SRSF6	8106	PABPN1
6431	SRSF6	55696	RBM22
6431	SRSF6	10291	SF3A1
6431	SRSF6	6634	SNRPD3
6431	SRSF6	84844	PHF5A
6431	SRSF6	10914	PAPOLA
6431	SRSF6	5432	POLR2C
6431	SRSF6	8175	SF3A2
6431	SRSF6	8896	BUD31
6431	SRSF6	1655	DDX5
6431	SRSF6	3312	HSPA8
6431	SRSF6	8683	SRSF9
6431	SRSF6	25949	SYF2
6431	SRSF6	6631	SNRPC
6431	SRSF6	10212	DDX39A
6431	SRSF6	6626	SNRPA
6431	SRSF6	6629	SNRPB2
6431	SRSF6	57187	THOC2
6431	SRSF6	84316	NAA38
6431	SRSF6	84271	POLDIP3
6431	SRSF6	199746	U2AF1L4
6431	SRSF6	6627	SNRPA1
6431	SRSF6	29107	NXT1
6431	SRSF6	6426	SRSF1
6431	SRSF6	22938	SNW1
6431	SRSF6	9410	SNRNP40
6431	SRSF6	22794	CASC3
6431	SRSF6	6636	SNRPF
6431	SRSF6	24148	PRPF6
6431	SRSF6	85437	ZCRB1
6431	SRSF6	9785	DHX38
6431	SRSF6	9775	EIF4A3
6431	SRSF6	6637	SNRPG
6431	SRSF6	5433	POLR2D
6431	SRSF6	65109	UPF3B
6431	SRSF6	7307	U2AF1
6431	SRSF6	10898	CPSF4
6431	SRSF6	10482	NXF1
6431	SRSF6	10921	RNPS1
6431	SRSF6	11157	LSM6
6431	SRSF6	10569	SLU7
6431	SRSF6	53981	CPSF2
6431	SRSF6	6632	SNRPD1
6431	SRSF6	51593	SRRT
6431	SRSF6	23524	SRRM2
6431	SRSF6	8233	ZRSR2
6431	SRSF6	10465	PPIH
6431	SRSF6	51362	CDC40
6431	SRSF6	10594	PRPF8
6431	SRSF6	5093	PCBP1
6431	SRSF6	23450	SF3B3
6431	SRSF6	6638	SNRPN
6431	SRSF6	11338	U2AF2
6431	SRSF6	9092	SART1
6431	SRSF6	3184	HNRNPD
6431	SRSF6	5431	POLR2B
6431	SRSF6	5430	POLR2A
6431	SRSF6	1479	CSTF3
6431	SRSF6	11325	DDX42
6431	SRSF6	23020	SNRNP200
6431	SRSF6	10992	SF3B2
6431	SRSF6	3183	HNRNPC
6431	SRSF6	6432	SRSF7
6431	SRSF6	10250	SRRM1
6431	SRSF6	22916	NCBP2
6431	SRSF6	23451	SF3B1
6431	SRSF6	1665	DHX15
6431	SRSF6	3185	HNRNPF
6431	SRSF6	3178	HNRNPA1
6431	SRSF6	6633	SNRPD2
6431	SRSF6	55954	ZMAT5
6431	SRSF6	3181	HNRNPA2B1
6431	SRSF6	9879	DDX46
6431	SRSF6	3187	HNRNPH1
6431	SRSF6	56949	XAB2
6431	SRSF6	6427	SRSF2
6431	SRSF6	5094	PCBP2
6431	SRSF6	1660	DHX9
6431	SRSF6	83443	SF3B5
6431	SRSF6	10286	BCAS2
6431	SRSF6	988	CDC5L
6431	SRSF6	10450	PPIE
6431	SRSF6	3188	HNRNPH2
6431	SRSF6	10946	SF3A3
6431	SRSF6	1478	CSTF2
6431	SRSF6	4686	NCBP1
6431	SRSF6	51645	PPIL1
6431	SRSF6	6428	SRSF3
6431	SRSF6	9128	PRPF4
6431	SRSF6	10236	HNRNPR
6431	SRSF6	51340	CRNKL1
6431	SRSF6	7536	SF1
6431	SRSF6	10283	CWC27
6431	SRSF6	220988	HNRNPA3
6431	SRSF6	6430	SRSF5
6431	SRSF6	55660	PRPF40A
6431	SRSF6	57703	CWC22
6431	SRSF6	9343	EFTUD2
6431	SRSF6	55599	RNPC3
6431	SRSF6	6635	SNRPE
6431	SRSF6	11066	SNRNP35
6431	SRSF6	23658	LSM5
6431	SRSF6	6628	SNRPB
6431	SRSF6	10189	ALYREF
6431	SRSF6	5356	PLRG1
6431	SRSF6	22827	PUF60
6431	SRSF6	6625	SNRNP70
6431	SRSF6	25804	LSM4
11017	SNRNP27	9716	AQR
11017	SNRNP27	5434	POLR2E
11017	SNRNP27	6634	SNRPD3
11017	SNRNP27	5432	POLR2C
11017	SNRNP27	8896	BUD31
11017	SNRNP27	8683	SRSF9
11017	SNRNP27	6631	SNRPC
11017	SNRNP27	51690	LSM7
11017	SNRNP27	84950	PRPF38A
11017	SNRNP27	6426	SRSF1
11017	SNRNP27	7307	U2AF1
11017	SNRNP27	5439	POLR2J
11017	SNRNP27	199746	U2AF1L4
11017	SNRNP27	5437	POLR2H
11017	SNRNP27	11157	LSM6
11017	SNRNP27	5436	POLR2G
11017	SNRNP27	10465	PPIH
11017	SNRNP27	5441	POLR2L
11017	SNRNP27	10250	SRRM1
11017	SNRNP27	51645	PPIL1
11017	SNRNP27	6430	SRSF5
11017	SNRNP27	6635	SNRPE
11017	SNRNP27	23658	LSM5
11017	SNRNP27	5356	PLRG1
11017	SNRNP27	25804	LSM4
10199	MPHOSPH10	51202	DDX47
10199	MPHOSPH10	2091	FBL
10199	MPHOSPH10	51077	FCF1
10199	MPHOSPH10	11056	DDX52
10199	MPHOSPH10	25926	NOL11
10199	MPHOSPH10	9136	RRP9
10199	MPHOSPH10	51096	UTP18
10199	MPHOSPH10	11103	KRR1
10199	MPHOSPH10	54555	DDX49
10199	MPHOSPH10	88745	RRP36
10199	MPHOSPH10	27340	UTP20
10199	MPHOSPH10	57050	UTP3
10199	MPHOSPH10	92856	IMP4
10199	MPHOSPH10	55813	UTP6
10199	MPHOSPH10	51602	NOP58
10199	MPHOSPH10	57647	DHX37
10199	MPHOSPH10	5822	PWP2
10199	MPHOSPH10	84135	UTP15
10199	MPHOSPH10	6208	RPS14
10199	MPHOSPH10	25879	DCAF13
10199	MPHOSPH10	65083	NOL6
10199	MPHOSPH10	10885	WDR3
10199	MPHOSPH10	84128	WDR75
10199	MPHOSPH10	8602	NOP14
10199	MPHOSPH10	27341	RRP7A
10199	MPHOSPH10	55272	IMP3
10199	MPHOSPH10	79050	NOC4L
10199	MPHOSPH10	6201	RPS7
10199	MPHOSPH10	55127	HEATR1
10199	MPHOSPH10	22984	PDCD11
10199	MPHOSPH10	9790	BMS1
10199	MPHOSPH10	9277	WDR46
10199	MPHOSPH10	6194	RPS6
10199	MPHOSPH10	10171	RCL1
10199	MPHOSPH10	10528	NOP56
10199	MPHOSPH10	10813	UTP14A
10199	MPHOSPH10	23160	WDR43
10199	MPHOSPH10	27042	DIEXF
10199	MPHOSPH10	9724	UTP14C
10199	MPHOSPH10	134430	WDR36
10199	MPHOSPH10	10607	TBL3
27189	IL17C	23765	IL17RA
27189	IL17C	132014	IL17RE
26268	FBXO9	8945	BTRC
26268	FBXO9	26270	FBXO6
26268	FBXO9	54620	FBXL19
26268	FBXO9	9978	RBX1
26268	FBXO9	6500	SKP1
26268	FBXO9	93611	FBXO44
26268	FBXO9	23291	FBXW11
26268	FBXO9	26272	FBXO4
26268	FBXO9	55294	FBXW7
26268	FBXO9	54461	FBXW5
26268	FBXO9	8454	CUL1
29993	PACSIN1	5868	RAB5A
29993	PACSIN1	5869	RAB5B
29993	PACSIN1	5878	RAB5C
29993	PACSIN1	1785	DNM2
29993	PACSIN1	273	AMPH
29993	PACSIN1	26052	DNM3
29993	PACSIN1	1759	DNM1
29993	PACSIN1	6457	SH3GL3
29993	PACSIN1	8867	SYNJ1
88745	RRP36	22984	PDCD11
88745	RRP36	11103	KRR1
88745	RRP36	51602	NOP58
88745	RRP36	51096	UTP18
88745	RRP36	54555	DDX49
88745	RRP36	9136	RRP9
88745	RRP36	10199	MPHOSPH10
88745	RRP36	57050	UTP3
88745	RRP36	92856	IMP4
88745	RRP36	55813	UTP6
88745	RRP36	27340	UTP20
88745	RRP36	8602	NOP14
88745	RRP36	25879	DCAF13
88745	RRP36	11056	DDX52
88745	RRP36	5822	PWP2
88745	RRP36	84135	UTP15
88745	RRP36	65083	NOL6
88745	RRP36	10885	WDR3
88745	RRP36	84128	WDR75
88745	RRP36	57647	DHX37
88745	RRP36	27341	RRP7A
88745	RRP36	55272	IMP3
88745	RRP36	79050	NOC4L
88745	RRP36	51077	FCF1
88745	RRP36	51202	DDX47
88745	RRP36	9790	BMS1
88745	RRP36	9277	WDR46
88745	RRP36	10528	NOP56
88745	RRP36	6194	RPS6
88745	RRP36	10171	RCL1
88745	RRP36	10813	UTP14A
88745	RRP36	23160	WDR43
88745	RRP36	10607	TBL3
88745	RRP36	9724	UTP14C
88745	RRP36	27042	DIEXF
88745	RRP36	134430	WDR36
6631	SNRPC	5434	POLR2E
6631	SNRPC	10291	SF3A1
6631	SNRPC	6634	SNRPD3
6631	SNRPC	84844	PHF5A
6631	SNRPC	24148	PRPF6
6631	SNRPC	8896	BUD31
6631	SNRPC	5432	POLR2C
6631	SNRPC	8175	SF3A2
6631	SNRPC	27339	PRPF19
6631	SNRPC	8683	SRSF9
6631	SNRPC	11017	SNRNP27
6631	SNRPC	6626	SNRPA
6631	SNRPC	6431	SRSF6
6631	SNRPC	6629	SNRPB2
6631	SNRPC	6426	SRSF1
6631	SNRPC	84316	NAA38
6631	SNRPC	6627	SNRPA1
6631	SNRPC	84950	PRPF38A
6631	SNRPC	9410	SNRNP40
6631	SNRPC	9785	DHX38
6631	SNRPC	6636	SNRPF
6631	SNRPC	6637	SNRPG
6631	SNRPC	10907	TXNL4A
6631	SNRPC	5433	POLR2D
6631	SNRPC	7307	U2AF1
6631	SNRPC	199746	U2AF1L4
6631	SNRPC	5439	POLR2J
6631	SNRPC	5437	POLR2H
6631	SNRPC	11157	LSM6
6631	SNRPC	4670	HNRNPM
6631	SNRPC	10921	RNPS1
6631	SNRPC	6632	SNRPD1
6631	SNRPC	27258	LSM3
6631	SNRPC	10594	PRPF8
6631	SNRPC	51362	CDC40
6631	SNRPC	5093	PCBP1
6631	SNRPC	23450	SF3B3
6631	SNRPC	6638	SNRPN
6631	SNRPC	10465	PPIH
6631	SNRPC	11338	U2AF2
6631	SNRPC	23020	SNRNP200
6631	SNRPC	9416	DDX23
6631	SNRPC	51593	SRRT
6631	SNRPC	10713	USP39
6631	SNRPC	3184	HNRNPD
6631	SNRPC	3183	HNRNPC
6631	SNRPC	5441	POLR2L
6631	SNRPC	22916	NCBP2
6631	SNRPC	23451	SF3B1
6631	SNRPC	1665	DHX15
6631	SNRPC	3178	HNRNPA1
6631	SNRPC	6633	SNRPD2
6631	SNRPC	9879	DDX46
6631	SNRPC	3181	HNRNPA2B1
6631	SNRPC	5094	PCBP2
6631	SNRPC	56259	CTNNBL1
6631	SNRPC	83443	SF3B5
6631	SNRPC	6429	SRSF4
6631	SNRPC	10946	SF3A3
6631	SNRPC	10450	PPIE
6631	SNRPC	51645	PPIL1
6631	SNRPC	6428	SRSF3
6631	SNRPC	4686	NCBP1
6631	SNRPC	9128	PRPF4
6631	SNRPC	7536	SF1
6631	SNRPC	220988	HNRNPA3
6631	SNRPC	11325	DDX42
6631	SNRPC	6430	SRSF5
6631	SNRPC	55660	PRPF40A
6631	SNRPC	6635	SNRPE
6631	SNRPC	5435	POLR2F
6631	SNRPC	23658	LSM5
6631	SNRPC	6628	SNRPB
6631	SNRPC	25804	LSM4
6631	SNRPC	6625	SNRNP70
6903	TBCC	6904	TBCD
6903	TBCC	6905	TBCE
8358	HIST1H3B	474382	H2AFB1
8358	HIST1H3B	54737	MPHOSPH8
8358	HIST1H3B	92815	HIST3H2A
8358	HIST1H3B	83740	H2AFB3
54210	TREM1	7305	TYROBP
1026	CDKN1A	6500	SKP1
1026	CDKN1A	1019	CDK4
1026	CDKN1A	898	CCNE1
1026	CDKN1A	1017	CDK2
1026	CDKN1A	1021	CDK6
1026	CDKN1A	6502	SKP2
1026	CDKN1A	9134	CCNE2
1026	CDKN1A	63943	FKBPL
1026	CDKN1A	5111	PCNA
6745	SSR1	6747	SSR3
6745	SSR1	6746	SSR2
6745	SSR1	6748	SSR4
55831	EMC3	10328	EMC8
55831	EMC3	83460	EMC6
55831	EMC3	51016	EMC9
55831	EMC3	9694	EMC2
55831	EMC3	93380	MMGT1
55831	EMC3	56851	EMC7
55831	EMC3	51234	EMC4
55831	EMC3	23065	EMC1
55831	EMC3	284361	EMC10
583	BBS2	27241	BBS9
583	BBS2	585	BBS4
583	BBS2	55212	BBS7
583	BBS2	54585	LZTFL1
583	BBS2	129880	BBS5
583	BBS2	582	BBS1
583	BBS2	123016	TTC8
9271	PIWIL1	221400	TDRD6
9271	PIWIL1	11022	TDRKH
1948	EFNB2	1947	EFNB1
1948	EFNB2	8440	NCK2
1948	EFNB2	7525	YES1
1948	EFNB2	2049	EPHB3
1948	EFNB2	2534	FYN
1948	EFNB2	2050	EPHB4
1948	EFNB2	6714	SRC
1948	EFNB2	2048	EPHB2
1948	EFNB2	2051	EPHB6
1948	EFNB2	2047	EPHB1
1948	EFNB2	4067	LYN
652	BMP4	8646	CHRD
652	BMP4	657	BMPR1A
652	BMP4	10468	FST
652	BMP4	4092	SMAD7
652	BMP4	658	BMPR1B
652	BMP4	26585	GREM1
652	BMP4	4086	SMAD1
652	BMP4	9241	NOG
652	BMP4	57154	SMURF1
652	BMP4	653	BMP5
652	BMP4	659	BMPR2
652	BMP4	9350	CER1
652	BMP4	655	BMP7
5732	PTGER2	2784	GNB3
5732	PTGER2	59345	GNB4
5732	PTGER2	51764	GNG13
5732	PTGER2	2791	GNG11
5732	PTGER2	2792	GNGT1
5732	PTGER2	2785	GNG3
5732	PTGER2	2793	GNGT2
5732	PTGER2	94235	GNG8
5732	PTGER2	5734	PTGER4
5732	PTGER2	2783	GNB2
5732	PTGER2	54331	GNG2
5732	PTGER2	2786	GNG4
5732	PTGER2	2790	GNG10
5732	PTGER2	2787	GNG5
5732	PTGER2	55970	GNG12
5732	PTGER2	2782	GNB1
5732	PTGER2	2788	GNG7
6662	SOX9	1499	CTNNB1
4620	MYH2	10092	ARPC5
4620	MYH2	5879	RAC1
4620	MYH2	60	ACTB
4620	MYH2	7456	WIPF1
4620	MYH2	10097	ACTR2
4620	MYH2	10093	ARPC4
4620	MYH2	8976	WASL
4620	MYH2	10094	ARPC3
4620	MYH2	10096	ACTR3
4620	MYH2	10109	ARPC2
4620	MYH2	3688	ITGB1
4620	MYH2	998	CDC42
4620	MYH2	147179	WIPF2
4620	MYH2	23191	CYFIP1
4620	MYH2	26999	CYFIP2
4620	MYH2	71	ACTG1
51081	MRPS7	4528	MTIF2
51081	MRPS7	60488	MRPS35
51081	MRPS7	55173	MRPS10
51081	MRPS7	51264	MRPL27
51081	MRPS7	64983	MRPL32
51081	MRPS7	51116	MRPS2
51081	MRPS7	64981	MRPL34
51081	MRPS7	51073	MRPL4
51081	MRPS7	23107	MRPS27
51081	MRPS7	64965	MRPS9
51081	MRPS7	64432	MRPS25
51081	MRPS7	55037	PTCD3
51081	MRPS7	29088	MRPL15
51081	MRPS7	11222	MRPL3
51081	MRPS7	64969	MRPS5
51081	MRPS7	28957	MRPS28
51081	MRPS7	63875	MRPL17
51081	MRPS7	740	MRPL49
51081	MRPS7	51373	MRPS17
51081	MRPS7	124995	MRPL10
51081	MRPS7	51023	MRPS18C
51081	MRPS7	9553	MRPL33
51081	MRPS7	84340	GFM2
51081	MRPS7	54948	MRPL16
51081	MRPS7	54148	MRPL39
51081	MRPS7	28998	MRPL13
51081	MRPS7	64963	MRPS11
51081	MRPS7	64978	MRPL38
51081	MRPS7	6183	MRPS12
51081	MRPS7	65003	MRPL11
51081	MRPS7	56945	MRPS22
51081	MRPS7	26589	MRPL46
51081	MRPS7	54460	MRPS21
51081	MRPS7	65008	MRPL1
51081	MRPS7	10240	MRPS31
51081	MRPS7	64951	MRPS24
51081	MRPS7	54998	AURKAIP1
51081	MRPS7	51649	MRPS23
51081	MRPS7	51650	MRPS33
51081	MRPS7	7284	TUFM
51081	MRPS7	116541	MRPL54
51081	MRPS7	64976	MRPL40
51081	MRPS7	6182	MRPL12
51081	MRPS7	84545	MRPL43
51081	MRPS7	55052	MRPL20
51081	MRPS7	7818	DAP3
51081	MRPS7	92399	MRRF
51081	MRPS7	79590	MRPL24
51081	MRPS7	128308	MRPL55
51081	MRPS7	29074	MRPL18
51081	MRPS7	54516	MTRF1L
51081	MRPS7	65005	MRPL9
51081	MRPS7	64975	MRPL41
51081	MRPS7	55168	MRPS18A
51081	MRPS7	64928	MRPL14
51081	MRPS7	118487	CHCHD1
51081	MRPS7	51021	MRPS16
51081	MRPS7	64960	MRPS15
51081	MRPS7	64949	MRPS26
51081	MRPS7	219402	MTIF3
51081	MRPS7	6150	MRPL23
51081	MRPS7	64979	MRPL36
51081	MRPS7	51069	MRPL2
51081	MRPS7	64968	MRPS6
51081	MRPS7	9801	MRPL19
51081	MRPS7	65993	MRPS34
51081	MRPS7	57129	MRPL47
51081	MRPS7	85476	GFM1
51081	MRPS7	63931	MRPS14
51081	MRPS7	10884	MRPS30
51081	MRPS7	29093	MRPL22
23163	GGA3	375	ARF1
79902	NUP85	9183	ZW10
79902	NUP85	9631	NUP155
79902	NUP85	57122	NUP107
79902	NUP85	79023	NUP37
79902	NUP85	84271	POLDIP3
79902	NUP85	23225	NUP210
79902	NUP85	11097	NUPL2
79902	NUP85	55746	NUP133
79902	NUP85	10403	NDC80
79902	NUP85	9972	NUP153
79902	NUP85	53371	NUP54
79902	NUP85	8379	MAD1L1
79902	NUP85	65109	UPF3B
79902	NUP85	5903	RANBP2
79902	NUP85	23165	NUP205
79902	NUP85	10482	NXF1
79902	NUP85	129401	NUP35
79902	NUP85	5347	PLK1
79902	NUP85	699	BUB1
79902	NUP85	23636	NUP62
79902	NUP85	9688	NUP93
79902	NUP85	6396	SEC13
79902	NUP85	4928	NUP98
79902	NUP85	7329	UBE2I
79902	NUP85	9735	KNTC1
79902	NUP85	25909	AHCTF1
79902	NUP85	348995	NUP43
79902	NUP85	10762	NUP50
79902	NUP85	5905	RANGAP1
79902	NUP85	8021	NUP214
79902	NUP85	7175	TPR
79902	NUP85	9184	BUB3
79902	NUP85	8480	RAE1
79902	NUP85	4686	NCBP1
79902	NUP85	23511	NUP188
79902	NUP85	55920	RCC2
79902	NUP85	23279	NUP160
79902	NUP85	3619	INCENP
79902	NUP85	81929	SEH1L
79902	NUP85	7514	XPO1
79902	NUP85	10189	ALYREF
79902	NUP85	4927	NUP88
51141	INSIG2	22937	SCAP
8192	CLPP	10845	CLPX
8744	TNFSF9	3604	TNFRSF9
57187	THOC2	10914	PAPOLA
57187	THOC2	51692	CPSF3
57187	THOC2	10212	DDX39A
57187	THOC2	6431	SRSF6
57187	THOC2	84271	POLDIP3
57187	THOC2	9984	THOC1
57187	THOC2	9785	DHX38
57187	THOC2	84321	THOC3
57187	THOC2	9775	EIF4A3
57187	THOC2	10482	NXF1
57187	THOC2	80145	THOC7
57187	THOC2	10569	SLU7
57187	THOC2	53981	CPSF2
57187	THOC2	51585	PCF11
57187	THOC2	11338	U2AF2
57187	THOC2	51362	CDC40
57187	THOC2	1479	CSTF3
57187	THOC2	10250	SRRM1
57187	THOC2	79228	THOC6
57187	THOC2	22916	NCBP2
57187	THOC2	9877	ZC3H11A
57187	THOC2	81608	FIP1L1
57187	THOC2	29894	CPSF1
57187	THOC2	26097	CHTOP
57187	THOC2	9295	SRSF11
57187	THOC2	6429	SRSF4
57187	THOC2	4686	NCBP1
57187	THOC2	6430	SRSF5
57187	THOC2	10189	ALYREF
57187	THOC2	8563	THOC5
2354	FOSB	3726	JUNB
2354	FOSB	3727	JUND
2354	FOSB	3725	JUN
7408	VASP	5216	PFN1
7408	VASP	5217	PFN2
7408	VASP	9353	SLIT2
7408	VASP	6091	ROBO1
994	CDC25B	7533	YWHAH
994	CDC25B	10971	YWHAQ
994	CDC25B	7531	YWHAE
994	CDC25B	7529	YWHAB
994	CDC25B	7532	YWHAG
994	CDC25B	7534	YWHAZ
994	CDC25B	2810	SFN
8195	MKKS	22948	CCT5
8195	MKKS	10694	CCT8
8195	MKKS	10576	CCT2
8195	MKKS	7203	CCT3
8195	MKKS	10575	CCT4
8195	MKKS	79738	BBS10
6629	SNRPB2	5356	PLRG1
6629	SNRPB2	1660	DHX9
6629	SNRPB2	83443	SF3B5
6629	SNRPB2	10286	BCAS2
6629	SNRPB2	4116	MAGOH
6629	SNRPB2	988	CDC5L
6629	SNRPB2	10450	PPIE
6629	SNRPB2	1478	CSTF2
6629	SNRPB2	10946	SF3A3
6629	SNRPB2	6429	SRSF4
6629	SNRPB2	51645	PPIL1
6629	SNRPB2	6428	SRSF3
6629	SNRPB2	10236	HNRNPR
6629	SNRPB2	4686	NCBP1
6629	SNRPB2	51340	CRNKL1
6629	SNRPB2	11193	WBP4
6629	SNRPB2	84991	RBM17
6629	SNRPB2	10283	CWC27
6629	SNRPB2	11325	DDX42
6629	SNRPB2	220988	HNRNPA3
6629	SNRPB2	6430	SRSF5
6629	SNRPB2	55660	PRPF40A
6629	SNRPB2	57703	CWC22
6629	SNRPB2	9343	EFTUD2
6629	SNRPB2	6635	SNRPE
6629	SNRPB2	5435	POLR2F
6629	SNRPB2	23658	LSM5
6629	SNRPB2	6628	SNRPB
6629	SNRPB2	9716	AQR
6629	SNRPB2	55696	RBM22
6629	SNRPB2	5434	POLR2E
6629	SNRPB2	10291	SF3A1
6629	SNRPB2	6634	SNRPD3
6629	SNRPB2	84844	PHF5A
6629	SNRPB2	10914	PAPOLA
6629	SNRPB2	8106	PABPN1
6629	SNRPB2	1477	CSTF1
6629	SNRPB2	5432	POLR2C
6629	SNRPB2	8175	SF3A2
6629	SNRPB2	5438	POLR2I
6629	SNRPB2	8896	BUD31
6629	SNRPB2	27339	PRPF19
6629	SNRPB2	8683	SRSF9
6629	SNRPB2	25949	SYF2
6629	SNRPB2	6431	SRSF6
6629	SNRPB2	6631	SNRPC
6629	SNRPB2	84316	NAA38
6629	SNRPB2	6627	SNRPA1
6629	SNRPB2	6426	SRSF1
6629	SNRPB2	84950	PRPF38A
6629	SNRPB2	22938	SNW1
6629	SNRPB2	9410	SNRNP40
6629	SNRPB2	24148	PRPF6
6629	SNRPB2	10907	TXNL4A
6629	SNRPB2	6636	SNRPF
6629	SNRPB2	9785	DHX38
6629	SNRPB2	6637	SNRPG
6629	SNRPB2	7307	U2AF1
6629	SNRPB2	5439	POLR2J
6629	SNRPB2	199746	U2AF1L4
6629	SNRPB2	11157	LSM6
6629	SNRPB2	11051	NUDT21
6629	SNRPB2	53981	CPSF2
6629	SNRPB2	6632	SNRPD1
6629	SNRPB2	10921	RNPS1
6629	SNRPB2	23524	SRRM2
6629	SNRPB2	5436	POLR2G
6629	SNRPB2	27258	LSM3
6629	SNRPB2	10594	PRPF8
6629	SNRPB2	51362	CDC40
6629	SNRPB2	23450	SF3B3
6629	SNRPB2	6638	SNRPN
6629	SNRPB2	10465	PPIH
6629	SNRPB2	11338	U2AF2
6629	SNRPB2	9092	SART1
6629	SNRPB2	3184	HNRNPD
6629	SNRPB2	10713	USP39
6629	SNRPB2	5430	POLR2A
6629	SNRPB2	23020	SNRNP200
6629	SNRPB2	10992	SF3B2
6629	SNRPB2	55110	MAGOHB
6629	SNRPB2	3183	HNRNPC
6629	SNRPB2	5441	POLR2L
6629	SNRPB2	22916	NCBP2
6629	SNRPB2	4670	HNRNPM
6629	SNRPB2	6432	SRSF7
6629	SNRPB2	10250	SRRM1
6629	SNRPB2	23451	SF3B1
6629	SNRPB2	1665	DHX15
6629	SNRPB2	3178	HNRNPA1
6629	SNRPB2	6633	SNRPD2
6629	SNRPB2	5440	POLR2K
6629	SNRPB2	9879	DDX46
6629	SNRPB2	3181	HNRNPA2B1
6629	SNRPB2	5725	PTBP1
6629	SNRPB2	6427	SRSF2
6629	SNRPB2	56949	XAB2
6629	SNRPB2	10978	CLP1
6629	SNRPB2	6625	SNRNP70
2342	FNTB	2339	FNTA
826	CAPNS1	10753	CAPN9
826	CAPNS1	23473	CAPN7
826	CAPNS1	823	CAPN1
826	CAPNS1	726	CAPN5
826	CAPNS1	824	CAPN2
826	CAPNS1	92291	CAPN13
826	CAPNS1	147968	CAPN12
826	CAPNS1	827	CAPN6
826	CAPNS1	388743	CAPN8
826	CAPNS1	11132	CAPN10
826	CAPNS1	825	CAPN3
826	CAPNS1	440854	CAPN14
826	CAPNS1	11131	CAPN11
10054	UBA2	10055	SAE1
10054	UBA2	6612	SUMO3
10054	UBA2	7341	SUMO1
10054	UBA2	6613	SUMO2
10870	HCST	22914	KLRK1
1340	COX6B1	1350	COX7C
1340	COX6B1	1345	COX6C
1340	COX6B1	1337	COX6A1
1340	COX6B1	1329	COX5B
1340	COX6B1	1327	COX4I1
1340	COX6B1	9377	COX5A
1340	COX6B1	4697	NDUFA4
1340	COX6B1	1351	COX8A
1340	COX6B1	1349	COX7B
9572	NR1D1	9611	NCOR1
6237	RRAS	673	BRAF
6945	MLX	22877	MLXIP
57794	SUGP1	1665	DHX15
57794	SUGP1	27238	GPKOW
57794	SUGP1	9785	DHX38
57794	SUGP1	5546	PRCC
57794	SUGP1	1660	DHX9
54555	DDX49	9724	UTP14C
54555	DDX49	134430	WDR36
54555	DDX49	27042	DIEXF
54555	DDX49	2091	FBL
54555	DDX49	65083	NOL6
54555	DDX49	27340	UTP20
