V1	V2	V3	V4
990	CDC6	4999	ORC2L
990	CDC6	4998	ORC1L
994	CDC25B	7533	YWHAH
996	CDC27	8881	CDC16
998	CDC42	10435	CDC42EP2
998	CDC42	10602	CDC42EP3
998	CDC42	23263	MCF2L
998	CDC42	11135	CDC42EP1
998	CDC42	10188	TNK2
998	CDC42	4688	NCF2
998	CDC42	10524	KAT5
998	CDC42	11161	C14orf1
998	CDC42	5147	PDE6D
998	CDC42	197131	UBR1
998	CDC42	7157	TP53
998	CDC42	1937	EEF1G
998	CDC42	9094	UNC119
999	CDH1	1500	CTNND1
1017	CDK2	4999	ORC2L
1017	CDK2	4172	MCM3
1019	CDK4	1030	CDKN2B
1019	CDK4	1032	CDKN2D
1019	CDK4	51534	VTA1
1019	CDK4	4171	MCM2
1019	CDK4	7917	BAT3
1019	CDK4	9869	SETDB1
1019	CDK4	826	CAPNS1
1021	CDK6	1026	CDKN1A
1021	CDK6	4171	MCM2
1021	CDK6	55388	MCM10
1022	CDK7	902	CCNH
1026	CDKN1A	5425	POLD2
1026	CDKN1A	56159	TEX11
1026	CDKN1A	55388	MCM10
1026	CDKN1A	51053	GMNN
1026	CDKN1A	8318	CDC45L
1026	CDKN1A	10399	GNB2L1
1026	CDKN1A	79885	HDAC11
1027	CDKN1B	7514	XPO1
1027	CDKN1B	3925	STMN1
1027	CDKN1B	1019	CDK4
1027	CDKN1B	7186	TRAF2
1027	CDKN1B	7531	YWHAE
1030	CDKN2B	8518	IKBKAP
1031	CDKN2C	333	APLP1
1031	CDKN2C	7157	TP53
1050	CEBPA	1051	CEBPB
1050	CEBPA	1052	CEBPD
1051	CEBPB	1054	CEBPG
1051	CEBPB	1052	CEBPD
1054	CEBPG	1649	DDIT3
1054	CEBPG	2353	FOS
1054	CEBPG	468	ATF4
1054	CEBPG	22809	ATF5
1060	CENPC1	1616	DAXX
1080	CFTR	821	CANX
1080	CFTR	57120	GOPC
1080	CFTR	3301	DNAJA1
1104	RCC1	7514	XPO1
1107	CHD3	7431	VIM
1111	CHEK1	993	CDC25A
1111	CHEK1	995	CDC25C
1123	CHN1	2975	GTF3C1
1123	CHN1	6189	RPS3A
1124	CHN2	7917	BAT3
1132	CHRM4	1917	EEF1A2
1147	CHUK	10010	TANK
1147	CHUK	8517	IKBKG
1152	CKB	140462	ASB9
1152	CKB	387923	SERP2
1163	CKS1B	1027	CDKN1B
1164	CKS2	1915	EEF1A1
1173	AP2M1	9513	FXR2
1173	AP2M1	1856	DVL2
1173	AP2M1	29079	MED4
1173	AP2M1	10320	IKZF1
1173	AP2M1	27156	RTDR1
1173	AP2M1	151871	DPPA2
1173	AP2M1	9779	TBC1D5
1175	AP2S1	163	AP2B1
1191	CLU	7048	TGFBR2
1191	CLU	7046	TGFBR1
1191	CLU	2547	XRCC6
1192	CLIC1	27257	LSM1
1195	CLK1	9360	PPIG
1213	CLTC	2547	XRCC6
1263	PLK3	9319	TRIP13
1282	COL4A1	1284	COL4A2
1294	COL7A1	3911	LAMA5
1298	COL9A2	9638	FEZ1
1312	COMT	22803	XRN2
1312	COMT	9319	TRIP13
1315	COPB1	372	ARCN1
1315	COPB1	4591	TRIM37
1316	KLF6	2975	GTF3C1
1326	MAP3K8	4790	NFKB1
1326	MAP3K8	4791	NFKB2
1326	MAP3K8	5970	RELA
1326	MAP3K8	79155	TNIP2
1363	CPE	6092	ROBO2
1363	CPE	2975	GTF3C1
1363	CPE	51003	MED31
1366	CLDN7	84528	RHOXF2
1380	CR2	718	C3
1385	CREB1	7431	VIM
1386	ATF2	3725	JUN
1386	ATF2	2353	FOS
1387	CREBBP	1616	DAXX
1387	CREBBP	1385	CREB1
1387	CREBBP	4094	MAF
1387	CREBBP	4673	NAP1L1
1387	CREBBP	6720	SREBF1
1387	CREBBP	6721	SREBF2
1387	CREBBP	10657	KHDRBS1
1390	CREM	1385	CREB1
1390	CREM	90993	CREB3L1
1396	CRIP1	6457	SH3GL3
1398	CRK	9743	RICS
1398	CRK	5359	PLSCR1
1398	CRK	55211	DPPA4
1398	CRK	5706	PSMC6
1398	CRK	1793	DOCK1
1399	CRKL	6850	SYK
1399	CRKL	7454	WAS
1399	CRKL	2889	RAPGEF1
1399	CRKL	6776	STAT5A
1406	CRX	4901	NRL
1407	CRY1	7186	TRAF2
1432	MAPK14	11221	DUSP10
1432	MAPK14	1386	ATF2
1432	MAPK14	8569	MKNK1
1432	MAPK14	8986	RPS6KA4
1434	CSE1L	5901	RAN
1434	CSE1L	3191	HNRNPL
1436	CSF1R	5295	PIK3R1
1438	CSF2RA	5295	PIK3R1
1445	CSK	3480	IGF1R
1445	CSK	3643	INSR
1453	CSNK1D	8863	PER3
1453	CSNK1D	5187	PER1
1457	CSNK2A1	11244	ZHX1
1460	CSNK2B	4067	LYN
1460	CSNK2B	8930	MBD4
1460	CSNK2B	369	ARAF
1466	CSRP2	8554	PIAS1
1478	CSTF2	9638	FEZ1
1478	CSTF2	8518	IKBKAP
1478	CSTF2	7917	BAT3
1478	CSTF2	1937	EEF1G
1482	NKX2-5	2626	GATA4
1482	NKX2-5	6910	TBX5
1487	CTBP1	2122	EVI1
1493	CTLA4	3717	JAK2
1493	CTLA4	1173	AP2M1
1493	CTLA4	942	CD86
1495	CTNNA1	87	ACTN1
1499	CTNNB1	1495	CTNNA1
1508	CTSB	7917	BAT3
1510	CTSE	7917	BAT3
1512	CTSH	1475	CSTA
1527	TEX28	2059	EPS8
1602	DACH1	7329	UBE2I
1602	DACH1	55577	NAGK
1605	DAG1	3908	LAMA2
1611	DAP	9869	SETDB1
1612	DAPK1	5595	MAPK3
1613	DAPK3	1616	DAXX
1615	DARS	7965	JTV1
1616	DAXX	355	FAS
1616	DAXX	7048	TGFBR2
1616	DAXX	4217	MAP3K5
1616	DAXX	3315	HSPB1
1616	DAXX	367	AR
1628	DBP	3131	HLF
1642	DDB1	8451	CUL4A
1647	GADD45A	5111	PCNA
1649	DDIT3	1051	CEBPB
1649	DDIT3	2353	FOS
1649	DDIT3	467	ATF3
1649	DDIT3	468	ATF4
1649	DDIT3	10538	BATF
1653	DDX1	3190	HNRNPK
1660	DHX9	5970	RELA
1725	DHPS	6133	RPL9
1731	SEPT1	54472	TOLLIP
1736	DKC1	1937	EEF1G
1737	DLAT	5165	PDK3
1739	DLG1	6868	ADAM17
1742	DLG4	9229	DLGAP1
1742	DLG4	23095	KIF1B
1743	DLST	9231	DLG5
1743	DLST	5217	PFN2
1743	DLST	11244	ZHX1
1743	DLST	7704	ZBTB16
1756	DMD	1605	DAG1
1759	DNM1	51003	MED31
1780	DYNC1I1	83658	DYNLRB1
1785	DNM2	2017	CTTN
1785	DNM2	7919	BAT1
1786	DNMT1	3066	HDAC2
1786	DNMT1	55929	DMAP1
1786	DNMT1	3065	HDAC1
1787	TRDMT1	1915	EEF1A1
1787	TRDMT1	9869	SETDB1
1788	DNMT3A	1786	DNMT1
1789	DNMT3B	1786	DNMT1
1789	DNMT3B	8467	SMARCA5
1789	DNMT3B	3065	HDAC1
1789	DNMT3B	23468	CBX5
1789	DNMT3B	10951	CBX1
1795	DOCK3	1398	CRK
1796	DOK1	5921	RASA1
1797	DOM3Z	22803	XRN2
1797	DOM3Z	23016	EXOSC7
1797	DOM3Z	2319	FLOT2
1797	DOM3Z	54512	EXOSC4
1805	DPT	7917	BAT3
1810	DR1	10589	DRAP1
1813	DRD2	2316	FLNA
1813	DRD2	23413	FREQ
1814	DRD3	23413	FREQ
1814	DRD3	2316	FLNA
1814	DRD3	2885	GRB2
1815	DRD4	4690	NCK1
1815	DRD4	2885	GRB2
1816	DRD5	23413	FREQ
1822	ATN1	11059	WWP1
1822	ATN1	9223	MAGI1
1822	ATN1	11060	WWP2
1822	ATN1	83737	ITCH
1838	DTNB	23636	NUP62
1838	DTNB	7186	TRAF2
1854	DUT	9825	SPATA2
1856	DVL2	10445	MCRS1
1856	DVL2	10921	RNPS1
1856	DVL2	7157	TP53
1856	DVL2	7186	TRAF2
1856	DVL2	84528	RHOXF2
1857	DVL3	1499	CTNNB1
1857	DVL3	1855	DVL1
1857	DVL3	79797	ZNF408
1869	E2F1	7027	TFDP1
1869	E2F1	4194	MDM4
1869	E2F1	890	CCNA2
1870	E2F2	5925	RB1
1870	E2F2	23429	RYBP
1870	E2F2	6667	SP1
1871	E2F3	23429	RYBP
1871	E2F3	6667	SP1
1874	E2F4	7027	TFDP1
1875	E2F5	7027	TFDP1
1892	ECHS1	150472	CBWD2
1906	EDN1	7917	BAT3
1911	PHC1	648	BMI1
1911	PHC1	7329	UBE2I
1912	PHC2	10445	MCRS1
1912	PHC2	10939	AFG3L2
1912	PHC2	6129	RPL7
1912	PHC2	4171	MCM2
1915	EEF1A1	5217	PFN2
1933	EEF1B2	1937	EEF1G
1936	EEF1D	1937	EEF1G
1936	EEF1D	962	CD48
1936	EEF1D	1400	CRMP1
1937	EEF1G	3608	ILF2
1937	EEF1G	10060	ABCC9
1937	EEF1G	51003	MED31
1937	EEF1G	9400	RECQL5
1942	EFNA1	1969	EPHA2
1942	EFNA1	2044	EPHA5
1942	EFNA1	2043	EPHA4
1942	EFNA1	2045	EPHA7
1942	EFNA1	2041	EPHA1
1942	EFNA1	285220	EPHA6
1942	EFNA1	1937	EEF1G
1944	EFNA3	2043	EPHA4
1944	EFNA3	2045	EPHA7
1945	EFNA4	1969	EPHA2
1946	EFNA5	2045	EPHA7
1946	EFNA5	1969	EPHA2
1947	EFNB1	2047	EPHB1
1948	EFNB2	2047	EPHB1
1948	EFNB2	2048	EPHB2
1948	EFNB2	2043	EPHA4
1956	EGFR	7534	YWHAZ
1956	EGFR	7410	VAV2
1956	EGFR	999	CDH1
1956	EGFR	801	CALM1
1956	EGFR	6777	STAT5B
1956	EGFR	1398	CRK
1956	EGFR	5781	PTPN11
1956	EGFR	5335	PLCG1
1956	EGFR	5338	PLD2
1956	EGFR	857	CAV1
1956	EGFR	2065	ERBB3
1956	EGFR	5287	PIK3C2B
1956	EGFR	868	CBLB
1956	EGFR	1500	CTNND1
1956	EGFR	2185	PTK2B
1958	EGR1	1051	CEBPB
1959	EGR2	3054	HCFC1
1959	EGR2	51003	MED31
1967	EIF2B1	154	ADRB2
1973	EIF4A1	1981	EIF4G1
1973	EIF4A1	8672	EIF4G3
1974	EIF4A2	1981	EIF4G1
1974	EIF4A2	1982	EIF4G2
1977	EIF4E	1979	EIF4EBP2
1977	EIF4E	56478	EIF4ENIF1
1978	EIF4EBP1	54921	CTF8
1981	EIF4G1	22916	NCBP2
1981	EIF4G1	26986	PABPC1
1982	EIF4G2	1973	EIF4A1
1984	EIF5A	22803	XRN2
2001	ELF5	6210	RPS15A
2005	ELK4	6722	SRF
2006	ELN	22795	NID2
2010	EMD	8815	BANF1
2010	EMD	6456	SH3GL2
2010	EMD	6457	SH3GL3
2017	CTTN	7456	WIPF1
2017	CTTN	2885	GRB2
2033	EP300	9794	MAML1
2033	EP300	84289	ING5
2033	EP300	51147	ING4
2033	EP300	4094	MAF
2033	EP300	5629	PROX1
2033	EP300	4087	SMAD2
2033	EP300	4089	SMAD4
2033	EP300	1958	EGR1
2033	EP300	2099	ESR1
2033	EP300	4654	MYOD1
2033	EP300	7020	TFAP2A
2033	EP300	7709	ZBTB17
2035	EPB41	4926	NUMA1
2045	EPHA7	4301	MLLT4
2047	EPHB1	2887	GRB10
2047	EPHB1	4690	NCK1
2047	EPHB1	52	ACP1
2048	EPHB2	4301	MLLT4
2048	EPHB2	52	ACP1
2049	EPHB3	4301	MLLT4
2051	EPHB6	4301	MLLT4
2057	EPOR	2056	EPO
2057	EPOR	10399	GNB2L1
2059	EPS8	26258	PLDN
2059	EPS8	7965	JTV1
2059	EPS8	5108	PCM1
2059	EPS8	29911	HOOK2
2059	EPS8	10458	BAIAP2
2059	EPS8	7802	DNALI1
2059	EPS8	55052	MRPL20
2059	EPS8	51168	MYO15A
2060	EPS15	22905	EPN2
2060	EPS15	9253	NUMBL
2060	EPS15	3268	AGFG2
2060	EPS15	8650	NUMB
2060	EPS15	1956	EGFR
2063	NR2F6	7026	NR2F2
2063	NR2F6	2908	NR3C1
2064	ERBB2	3320	HSP90AA1
2064	ERBB2	2885	GRB2
2064	ERBB2	2886	GRB7
2064	ERBB2	2065	ERBB3
2065	ERBB3	5036	PA2G4
2065	ERBB3	2885	GRB2
2065	ERBB3	6464	SHC1
2067	ERCC1	2072	ERCC4
2067	ERCC1	84993	UBL7
2071	ERCC3	5705	PSMC5
2071	ERCC3	2965	GTF2H1
2074	ERCC6	5430	POLR2A
2079	ERH	6456	SH3GL2
2079	ERH	51003	MED31
2079	ERH	9869	SETDB1
2079	ERH	7157	TP53
2091	FBL	79735	TBC1D17
2099	ESR1	11331	PHB2
2099	ESR1	8648	NCOA1
2099	ESR1	2100	ESR2
2099	ESR1	10499	NCOA2
2099	ESR1	9611	NCOR1
2099	ESR1	9612	NCOR2
2099	ESR1	1655	DDX5
2099	ESR1	5469	MED1
2099	ESR1	8295	TRRAP
2099	ESR1	8204	NRIP1
2099	ESR1	8805	TRIM24
2099	ESR1	3725	JUN
2099	ESR1	6776	STAT5A
2099	ESR1	4193	MDM2
2100	ESR2	8648	NCOA1
2100	ESR2	23054	NCOA6
2104	ESRRG	8648	NCOA1
2130	EWSR1	2194	FASN
2130	EWSR1	6210	RPS15A
2130	EWSR1	11052	CPSF6
2130	EWSR1	4637	MYL6
2130	EWSR1	4089	SMAD4
2130	EWSR1	84528	RHOXF2
2146	EZH2	8726	EED
2146	EZH2	476	ATP1A1
2146	EZH2	5694	PSMB6
2146	EZH2	80349	WDR61
2146	EZH2	2975	GTF3C1
2167	FABP4	7431	VIM
2176	FANCC	2178	FANCE
2177	FANCD2	2178	FANCE
2185	PTK2B	7041	TGFB1I1
2186	BPTF	4150	MAZ
2188	FANCF	2175	FANCA
2189	FANCG	675	BRCA2
2189	FANCG	2553	GABPB1
2189	FANCG	9189	ZBED1
2189	FANCG	154075	SAMD3
2189	FANCG	83878	USHBP1
2189	FANCG	3880	KRT19
2197	FAU	10980	COPS6
2200	FBN1	2199	FBLN2
2202	EFEMP1	6449	SGTA
2215	FCGR3B	3500	IGHG1
2237	FEN1	1937	EEF1G
2260	FGFR1	5335	PLCG1
2260	FGFR1	10817	FRS3
2260	FGFR1	2246	FGF1
2260	FGFR1	2247	FGF2
2261	FGFR3	9887	SMG7
2261	FGFR3	149483	CCDC17
2261	FGFR3	3050	HBZ
2261	FGFR3	3191	HNRNPL
2261	FGFR3	4726	NDUFS6
2261	FGFR3	55819	RNF130
2261	FGFR3	467	ATF3
2261	FGFR3	116985	ARAP1
2261	FGFR3	1114	CHGB
2261	FGFR3	1513	CTSK
2261	FGFR3	55698	RADIL
2261	FGFR3	2975	GTF3C1
2261	FGFR3	3856	KRT8
2261	FGFR3	23649	POLA2
2261	FGFR3	57562	KIAA1377
2261	FGFR3	6132	RPL8
2261	FGFR3	293	SLC25A6
2263	FGFR2	2246	FGF1
2263	FGFR2	2255	FGF10
2266	FGG	2244	FGB
2274	FHL2	7273	TTN
2274	FHL2	203	AK1
2274	FHL2	1158	CKM
2274	FHL2	4176	MCM7
2275	FHL3	51586	MED15
2280	FKBP1A	5530	PPP3CA
2280	FKBP1A	5534	PPP3R1
2286	FKBP2	7917	BAT3
2289	FKBP5	1147	CHUK
2290	FOXG1	1937	EEF1G
2309	FOXO3	4088	SMAD3
2309	FOXO3	4089	SMAD4
2314	FLII	1743	DLST
2316	FLNA	2317	FLNB
2321	FLT1	5228	PGF
2342	FNTB	2339	FNTA
2353	FOS	3725	JUN
2475	FRAP1	6009	RHEB
2475	FRAP1	253260	RICTOR
2475	FRAP1	57521	KIAA1303
2475	FRAP1	64223	GBL
2488	FSHB	1081	CGA
2492	FSHR	2488	FSHB
2494	NR5A2	8431	NR0B2
2512	FTL	10200	MPHOSPH6
2534	FYN	3190	HNRNPK
2534	FYN	4068	SH2D1A
2534	FYN	2208	FCER2
2534	FYN	3575	IL7R
2534	FYN	919	CD247
2534	FYN	5295	PIK3R1
2534	FYN	10657	KHDRBS1
2534	FYN	23607	CD2AP
2547	XRCC6	23468	CBX5
2549	GAB1	9743	RICS
2550	GABBR1	9568	GABBR2
2592	GALT	9319	TRIP13
2596	GAP43	801	CALM1
2597	GAPDH	10524	KAT5
2617	GARS	1936	EEF1D
2638	GC	58	ACTA1
2647	BLOC1S1	5764	PTN
2648	KAT2A	8295	TRRAP
2653	GCSH	9111	NMI
2669	GEM	9260	PDLIM7
2670	GFAP	9260	PDLIM7
2670	GFAP	7431	VIM
2670	GFAP	5174	PDZK1
2690	GHR	2885	GRB2
2690	GHR	5295	PIK3R1
2697	GJA1	6714	SRC
2735	GLI1	51684	SUFU
2745	GLRX	4217	MAP3K5
2769	GNA15	7265	TTC1
2771	GNAI2	3577	IL8RA
2771	GNAI2	4188	MDFI
2771	GNAI2	5359	PLSCR1
2776	GNAQ	7265	TTC1
2778	GNAS	7265	TTC1
2783	GNB2	826	CAPNS1
2791	GNG11	11244	ZHX1
2874	GPS2	6907	TBL1X
2874	GPS2	9869	SETDB1
2882	GPX7	6449	SGTA
2885	GRB2	613	BCR
2885	GRB2	867	CBL
2885	GRB2	9712	USP6NL
2885	GRB2	2889	RAPGEF1
2885	GRB2	5786	PTPRA
2885	GRB2	2549	GAB1
2885	GRB2	7410	VAV2
2885	GRB2	10451	VAV3
2887	GRB10	3643	INSR
2887	GRB10	3480	IGF1R
2887	GRB10	1956	EGFR
2888	GRB14	3643	INSR
2889	RAPGEF1	1398	CRK
2890	GRIA1	2895	GRID2
2898	GRIK2	2895	GRID2
2902	GRIN1	2903	GRIN2A
2908	NR3C1	10499	NCOA2
2908	NR3C1	3192	HNRNPU
2908	NR3C1	6597	SMARCA4
2908	NR3C1	6599	SMARCC1
2923	PDIA3	6890	TAP1
2932	GSK3B	1499	CTNNB1
2932	GSK3B	47	ACLY
2932	GSK3B	208	AKT2
2934	GSN	58	ACTA1
2934	GSN	10040	TOM1L1
2948	GSTM4	333	APLP1
2948	GSTM4	51003	MED31
2948	GSTM4	7157	TP53
2950	GSTP1	56902	PNO1
2950	GSTP1	5764	PTN
2957	GTF2A1	9519	TBPL1
2958	GTF2A2	2957	GTF2A1
2958	GTF2A2	6908	TBP
2962	GTF2F1	2963	GTF2F2
2962	GTF2F1	9638	FEZ1
2969	GTF2I	4609	MYC
3021	H3F3B	10919	EHMT2
3035	HARS	1933	EEF1B2
3035	HARS	1937	EEF1G
3043	HBB	3040	HBA2
3043	HBB	3050	HBZ
3053	SERPIND1	2147	F2
3054	HCFC1	2551	GABPA
3054	HCFC1	8473	OGT
3054	HCFC1	6667	SP1
3055	HCK	10657	KHDRBS1
3055	HCK	7456	WIPF1
3055	HCK	9844	ELMO1
3055	HCK	7454	WAS
3064	HTT	23390	ZDHHC17
3064	HTT	9001	HAP1
3064	HTT	1487	CTBP1
3064	HTT	9611	NCOR1
3064	HTT	3093	UBE2K
3064	HTT	9322	TRIP10
3064	HTT	5921	RASA1
3064	HTT	2885	GRB2
3064	HTT	10915	TCERG1
3064	HTT	55660	PRPF40A
3064	HTT	29072	SETD2
3064	HTT	29993	PACSIN1
3064	HTT	6667	SP1
3064	HTT	8518	IKBKAP
3064	HTT	2547	XRCC6
3064	HTT	9638	FEZ1
3064	HTT	51003	MED31
3064	HTT	9788	MTSS1
3065	HDAC1	7704	ZBTB16
3065	HDAC1	29947	DNMT3L
3065	HDAC1	9869	SETDB1
3065	HDAC1	5970	RELA
3065	HDAC1	3066	HDAC2
3065	HDAC1	1108	CHD4
3065	HDAC1	5931	RBBP7
3065	HDAC1	9612	NCOR2
3065	HDAC1	4790	NFKB1
3066	HDAC2	83933	HDAC10
3066	HDAC2	1616	DAXX
3082	HGF	4233	MET
3084	NRG1	2065	ERBB3
3091	HIF1A	7157	TP53
3091	HIF1A	55662	HIF1AN
3091	HIF1A	1387	CREBBP
3092	HIP1	1213	CLTC
3092	HIP1	9026	HIP1R
3093	UBE2K	51588	PIAS4
3101	HK3	3952	LEP
3101	HK3	5730	PTGDS
3101	HK3	2896	GRN
3101	HK3	3487	IGFBP4
3101	HK3	7709	ZBTB17
3109	HLA-DMB	3108	HLA-DMA
3117	HLA-DQA1	333	APLP1
3117	HLA-DQA1	6456	SH3GL2
3123	HLA-DRB1	3122	HLA-DRA
3127	HLA-DRB5	3122	HLA-DRA
3146	HMGB1	3190	HNRNPK
3146	HMGB1	5925	RB1
3146	HMGB1	11161	C14orf1
3146	HMGB1	1400	CRMP1
3146	HMGB1	9094	UNC119
3159	HMGA1	28996	HIPK2
3163	HMOX2	9869	SETDB1
3163	HMOX2	51003	MED31
3163	HMOX2	1937	EEF1G
3172	HNF4A	8431	NR0B2
3178	HNRNPA1	7916	BAT2
3178	HNRNPA1	7920	BAT5
3183	HNRNPC	3839	KPNA3
3183	HNRNPC	55285	RBM41
3183	HNRNPC	3845	KRAS
3183	HNRNPC	138046	RALYL
3183	HNRNPC	51545	ZNF581
3183	HNRNPC	9513	FXR2
3183	HNRNPC	5257	PHKB
3183	HNRNPC	5300	PIN1
3183	HNRNPC	8907	AP1M1
3183	HNRNPC	7329	UBE2I
3183	HNRNPC	55885	LMO3
3184	HNRNPD	6294	SAFB
3184	HNRNPD	23658	LSM5
3187	HNRNPH1	1400	CRMP1
3190	HNRNPK	55285	RBM41
3190	HNRNPK	26505	CNNM3
3190	HNRNPK	9402	GRAP2
3190	HNRNPK	9782	MATR3
3190	HNRNPK	10179	RBM7
3190	HNRNPK	56654	NPDC1
3190	HNRNPK	10656	KHDRBS3
3190	HNRNPK	202559	KHDRBS2
3190	HNRNPK	27316	RBMX
3190	HNRNPK	9444	QKI
3190	HNRNPK	10174	SORBS3
3190	HNRNPK	7329	UBE2I
3190	HNRNPK	8440	NCK2
3191	HNRNPL	3190	HNRNPK
3195	TLX1	5515	PPP2CA
3265	HRAS	673	BRAF
3265	HRAS	83593	RASSF5
3265	HRAS	4301	MLLT4
3275	PRMT2	2100	ESR2
3275	PRMT2	5241	PGR
3275	PRMT2	7068	THRB
3275	PRMT2	6256	RXRA
3275	PRMT2	23054	NCOA6
3275	PRMT2	79869	FLJ12529
3276	PRMT1	7157	TP53
3276	PRMT1	1660	DHX9
3276	PRMT1	3609	ILF3
3276	PRMT1	10236	HNRNPR
3276	PRMT1	2521	FUS
3276	PRMT1	51003	MED31
3301	DNAJA1	57819	LSM2
3303	HSPA1A	7157	TP53
3303	HSPA1A	10273	STUB1
3303	HSPA1A	23640	HSPBP1
3303	HSPA1A	8517	IKBKG
3304	HSPA1B	23640	HSPBP1
3306	HSPA2	23640	HSPBP1
3309	HSPA5	9451	EIF2AK3
3312	HSPA8	23640	HSPBP1
3312	HSPA8	84273	C4orf14
3312	HSPA8	4071	TM4SF1
3312	HSPA8	2079	ERH
3312	HSPA8	2203	FBP1
3312	HSPA8	7316	UBC
3315	HSPB1	5464	PPA1
3315	HSPB1	51003	MED31
3315	HSPB1	84060	C7orf64
3315	HSPB1	7157	TP53
3320	HSP90AA1	27257	LSM1
3320	HSP90AA1	10598	AHSA1
3320	HSP90AA1	8517	IKBKG
3320	HSP90AA1	10273	STUB1
3336	HSPE1	3329	HSPD1
3336	HSPE1	333	APLP1
3336	HSPE1	11244	ZHX1
3336	HSPE1	1915	EEF1A1
3350	HTR1A	3352	HTR1D
3350	HTR1A	2849	GPR26
3350	HTR1A	1903	S1PR3
3350	HTR1A	1901	S1PR1
3352	HTR1D	3351	HTR1B
3352	HTR1D	1901	S1PR1
3397	ID1	5710	PSMD4
3417	IDH1	11244	ZHX1
3419	IDH3A	3421	IDH3G
3420	IDH3B	3419	IDH3A
3430	IFI35	9111	NMI
3455	IFNAR2	6773	STAT2
3459	IFNGR1	3458	IFNG
3476	IGBP1	5537	PPP6C
3479	IGF1	3485	IGFBP2
3479	IGF1	3486	IGFBP3
3479	IGF1	3488	IGFBP5
3479	IGF1	3484	IGFBP1
3479	IGF1	3487	IGFBP4
3479	IGF1	3480	IGF1R
3480	IGF1R	8835	SOCS2
3480	IGF1R	8651	SOCS1
3480	IGF1R	9021	SOCS3
3480	IGF1R	7531	YWHAE
3480	IGF1R	3716	JAK1
3480	IGF1R	3667	IRS1
3480	IGF1R	10399	GNB2L1
3481	IGF2	3488	IGFBP5
3481	IGF2	3489	IGFBP6
3481	IGF2	3487	IGFBP4
3481	IGF2	3484	IGFBP1
3481	IGF2	3485	IGFBP2
3481	IGF2	3486	IGFBP3
3486	IGFBP3	2975	GTF3C1
3488	IGFBP5	7057	THBS1
3488	IGFBP5	7917	BAT3
3516	RBPJ	9612	NCOR2
3547	IGSF1	57610	RANBP10
3551	IKBKB	4792	NFKBIA
3551	IKBKB	4793	NFKBIB
3551	IKBKB	8202	NCOA3
3552	IL1A	10456	HAX1
3554	IL1R1	3553	IL1B
3554	IL1R1	3557	IL1RN
3558	IL2	3559	IL2RA
3558	IL2	3560	IL2RB
3560	IL2RB	10399	GNB2L1
3560	IL2RB	3716	JAK1
3566	IL4R	10399	GNB2L1
3566	IL4R	3667	IRS1
3566	IL4R	3561	IL2RG
3566	IL4R	3597	IL13RA1
3568	IL5RA	3567	IL5
3568	IL5RA	6386	SDCBP
3569	IL6	3572	IL6ST
3569	IL6	6456	SH3GL2
3570	IL6R	3572	IL6ST
3572	IL6ST	6774	STAT3
3574	IL7	3575	IL7R
3577	IL8RA	2919	CXCL1
3587	IL10RA	3716	JAK1
3587	IL10RA	3586	IL10
3592	IL12A	3593	IL12B
3597	IL13RA1	3596	IL13
3603	IL16	4659	PPP1R12A
3603	IL16	4660	PPP1R12B
3603	IL16	54776	PPP1R12C
3603	IL16	2903	GRIN2A
3609	ILF3	2661	GDF9
3611	ILK	5829	PXN
3611	ILK	55742	PARVA
3615	IMPDH2	51588	PIAS4
3624	INHBA	93	ACVR2B
3630	INS	3480	IGF1R
3635	INPP5D	1796	DOK1
3635	INPP5D	9046	DOK2
3638	INSIG1	22937	SCAP
3643	INSR	3667	IRS1
3643	INSR	8660	IRS2
3643	INSR	6464	SHC1
3646	EIF3E	7916	BAT2
3646	EIF3E	8663	EIF3C
3646	EIF3E	9001	HAP1
3654	IRAK1	11213	IRAK3
3654	IRAK1	3656	IRAK2
3654	IRAK1	57161	PELI2
3654	IRAK1	51135	IRAK4
3655	ITGA6	3688	ITGB1
3655	ITGA6	3691	ITGB4
3656	IRAK2	11213	IRAK3
3661	IRF3	1387	CREBBP
3661	IRF3	5052	PRDX1
3662	IRF4	7186	TRAF2
3667	IRS1	6464	SHC1
3667	IRS1	7531	YWHAE
3674	ITGA2B	3690	ITGB3
3675	ITGA3	3688	ITGB1
3676	ITGA4	8726	EED
3680	ITGA9	3688	ITGB1
3682	ITGAE	8726	EED
3683	ITGAL	3383	ICAM1
3685	ITGAV	3693	ITGB5
3685	ITGAV	3694	ITGB6
3685	ITGAV	27329	ANGPTL3
3688	ITGB1	10399	GNB2L1
3688	ITGB1	3611	ILK
3689	ITGB2	9267	CYTH1
3690	ITGB3	3611	ILK
3692	EIF6	10399	GNB2L1
3692	EIF6	22803	XRN2
3695	ITGB7	8726	EED
3702	ITK	3190	HNRNPK
3702	ITK	3838	KPNA2
3702	ITK	27040	LAT
3702	ITK	3937	LCP2
3702	ITK	5335	PLCG1
3705	ITPK1	7186	TRAF2
3707	ITPKB	10197	PSME3
3716	JAK1	3566	IL4R
3717	JAK2	3595	IL12RB2
3717	JAK2	9093	DNAJA3
3717	JAK2	5295	PIK3R1
3725	JUN	8061	FOSL1
3725	JUN	2355	FOSL2
3725	JUN	467	ATF3
3725	JUN	10538	BATF
3726	JUNB	2353	FOS
3726	JUNB	8061	FOSL1
3726	JUNB	2355	FOSL2
3726	JUNB	10538	BATF
