DR	DRs	X	X.1	X.2	new
ACTA2	ACTA2	       59.2	       59.4	4.418122e-01	0.224391802256249
TIMD4	TIMD4	    91937.2	    91937.4	4.009544e-01	0.20364055234005
LY6G6C	LY6G6C	    80740.2	    80740.4	1.413845e-02	0.00718077109824006
POTEF	POTEF	   728378.2	   728378.4	3.788998e-01	0.192439251330163
C3orf70	C3orf70	   285382.2	   285382.4	5.877020e-01	0.298487708056957
MBD3L2	MBD3L2	   125997.2	   125997.4	3.850818e-02	0.0195579024567634
ARL6IP6	ARL6IP6	   151188.2	   151188.4	2.526422e-01	0.128314334877995
RGS13	RGS13	     6003.2	     6003.4	4.860990e-01	0.246884605461235
LRRC30	LRRC30	   339291.2	   339291.4	1.353486e-01	0.0687421404091152
SUV39H1	SUV39H1	     6839.2	     6839.4	4.070574e-01	0.206740202302568
HIST1H1D	HIST1H1D	     3007.2	     3007.4	7.071716e-01	0.359165070200494
MTX1	MTX1	     4580.2	     4580.4	5.389609e-01	0.273732612401038
HAO2	HAO2	    51179.2	    51179.4	9.931195e-01	0.504395022276036
HDAC1	HDAC1	     3065.2	     3065.4	5.073437e-01	0.257674566719419
SPIB	SPIB	     6689.2	     6689.4	8.223353e-01	0.417655510703265
TBXAS1	TBXAS1	     6916.2	     6916.4	1.850306e-01	0.0939751093486215
FMOD	FMOD	     2331.2	     2331.4	1.246157e+00	0.632910125895663
KRT83	KRT83	     3889.2	     3889.4	3.925857e-01	0.199390177009668
KLHL4	KLHL4	    56062.2	    56062.4	5.640675e-01	0.286483992336962
HOXA11	HOXA11	     3207.2	     3207.4	7.420388e-01	0.376873756940311
SNX12	SNX12	    29934.2	    29934.4	3.142581e-01	0.159608406994249
FANK1	FANK1	    92565.2	    92565.4	3.827835e-01	0.194411742000232
TMEM106B	TMEM106B	    54664.2	    54664.4	1.389063e-01	0.0705490590838079
TTLL6	TTLL6	   284076.2	   284076.4	4.371540e-01	0.222025951124772
TBC1D12	TBC1D12	    23232.2	    23232.4	4.333343e-01	0.220085965386311
OR1C1	OR1C1	    26188.2	    26188.4	2.247730e-01	0.114159859253646
GANAB	GANAB	    23193.2	    23193.4	0.000000e+00	0
CCDC68	CCDC68	    80323.2	    80323.4	6.291493e-01	0.319538358866634
MYBPC3	MYBPC3	     4607.2	     4607.4	1.193637e-01	0.0606235766395183
NFE2L3	NFE2L3	     9603.2	     9603.4	9.849480e-01	0.50024480276617
GDF3	GDF3	     9573.2	     9573.4	2.955003e-01	0.150081516273797
DHX32	DHX32	    55760.2	    55760.4	7.911183e-01	0.401800722422105
NQO1	NQO1	     1728.2	     1728.4	3.750255e-01	0.190471534821924
HLA-DQA1	HLA-DQA1	     3117.2	     3117.4	8.257191e-01	0.419374107384105
KRBA1	KRBA1	    84626.2	    84626.4	1.031030e+00	0.523649369302749
P2RY4	P2RY4	     5030.2	     5030.4	5.098472e-01	0.258946068223788
MIPEP	MIPEP	     4285.2	     4285.4	6.651783e-01	0.33783711169304
RCOR2	RCOR2	   283248.2	   283248.4	4.300251e-01	0.218405257266376
MAGEC2	MAGEC2	    51438.2	    51438.4	1.251866e+00	0.635809667372972
LGALS7	LGALS7	     3963.2	     3963.4	2.769749e-01	0.140672659086246
TUBGCP4	TUBGCP4	    27229.2	    27229.4	3.720415e-01	0.18895599238572
LCLAT1	LCLAT1	   253558.2	   253558.4	3.961679e-01	0.201209538978492
MFGE8	MFGE8	     4240.2	     4240.4	8.854286e-01	0.449699938850097
SFTA2	SFTA2	   389376.2	   389376.4	1.362221e-01	0.0691857819366032
PDGFRL	PDGFRL	     5157.2	     5157.4	5.896953e-01	0.299500084309666
BIRC6	BIRC6	    57448.2	    57448.4	5.697525e-01	0.289371344464918
SLC9A9	SLC9A9	   285195.2	   285195.4	7.033876e-01	0.357243216119196
ADH1A	ADH1A	      124.2	      124.4	8.587545e-01	0.436152442034565
LY6G6F	LY6G6F	   259215.2	   259215.4	9.395674e-02	0.0477196469964427
LMLN	LMLN	    89782.2	    89782.4	3.072801e-01	0.156064353669908
PSD2	PSD2	    84249.2	    84249.4	4.914082e-01	0.249581092693907
ISG15	ISG15	     9636.2	     9636.4	4.671125e-01	0.237241560399242
DYRK3	DYRK3	     8444.2	     8444.4	9.019309e-01	0.458081284676159
AIP	AIP	     9049.2	     9049.4	8.492670e-01	0.431333839868518
CSF3	CSF3	     1440.2	     1440.4	2.355046e-01	0.119610326816772
FAM13A	FAM13A	    10144.2	    10144.4	1.048201e+00	0.532370340875155
JMY	JMY	   133746.2	   133746.4	6.980192e-01	0.354516661824786
YIPF7	YIPF7	   285525.2	   285525.4	2.784413e-01	0.141417428331705
PGAP3	PGAP3	    93210.2	    93210.4	5.982077e-01	0.303823443369299
SNAP91	SNAP91	     9892.2	     9892.4	3.677126e-01	0.186757389285156
LYZL1	LYZL1	    84569.2	    84569.4	4.389671e-01	0.222946805679424
A1CF	A1CF	    29974.2	    29974.4	4.629336e-01	0.235119140732133
SLC17A8	SLC17A8	   246213.2	   246213.4	5.359566e-01	0.272206759806839
WDR54	WDR54	    84058.2	    84058.4	3.638422e-01	0.184791653546186
NCR2	NCR2	     9436.2	     9436.4	3.418603e-01	0.173627276107047
ZCWPW2	ZCWPW2	   152098.2	   152098.4	5.010047e-01	0.254455054821599
MAP1LC3B2	MAP1LC3B2	   643246.2	   643246.4	1.799926e-01	0.0914163617636363
OPN1LW	OPN1LW	     5956.2	     5956.4	1.494904e-01	0.0759246129373691
PSMF1	PSMF1	     9491.2	     9491.4	5.362881e-01	0.272375125194776
OR52I1	OR52I1	   390037.2	   390037.4	2.354018e-01	0.119558115770377
PSMC3	PSMC3	     5702.2	     5702.4	1.823881e-01	0.0926330111959174
KCNJ5	KCNJ5	     3762.2	     3762.4	6.621680e-01	0.336308211761503
RAB5A	RAB5A	     5868.2	     5868.4	3.990564e-02	0.0202676577962063
COLQ	COLQ	     8292.2	     8292.4	3.194389e-01	0.162239681207883
GLYATL2	GLYATL2	   219970.2	   219970.4	2.982209e-01	0.151463280600854
SPIN3	SPIN3	   169981.2	   169981.4	2.026679e-01	0.102932909821162
ERN1	ERN1	     2081.2	     2081.4	3.387262e-01	0.172035499448432
NSDHL	NSDHL	    50814.2	    50814.4	2.912870e-01	0.147941625205949
GLI1	GLI1	     2735.2	     2735.4	9.441589e-02	0.0479528444862494
PAN3	PAN3	   255967.2	   255967.4	4.439226e-01	0.225463652376009
ASTL	ASTL	   431705.2	   431705.4	1.138962e-01	0.0578466904900728
TMCO5A	TMCO5A	   145942.2	   145942.4	9.699192e-03	0.00492611832201417
UTP15	UTP15	    84135.2	    84135.4	1.742702e-01	0.0885100145662725
MRGPRX1	MRGPRX1	   259249.2	   259249.4	2.332557e-02	0.0118468133993454
SLC17A1	SLC17A1	     6568.2	     6568.4	8.275409e-01	0.420299380577897
CCDC144B	CCDC144B	   284047.2	   284047.4	3.816840e-01	0.193853317433004
PCK1	PCK1	     5105.2	     5105.4	1.029159e+00	0.522699107942783
MACC1	MACC1	   346389.2	   346389.4	5.710046e-01	0.290007272978447
TMEM47	TMEM47	    83604.2	    83604.4	6.247299e-01	0.317293791761219
TREM1	TREM1	    54210.2	    54210.4	9.771362e-01	0.496277271129729
BCL2L12	BCL2L12	    83596.2	    83596.4	4.245030e-01	0.215600640347153
MAGEA3	MAGEA3	     4102.2	     4102.4	8.472708e-01	0.430319990736095
ALKBH4	ALKBH4	    54784.2	    54784.4	2.428175e-01	0.12332447235354
TREML4	TREML4	   285852.2	   285852.4	2.722395e-01	0.138267598881018
TMEM196	TMEM196	   256130.2	   256130.4	3.368335e-02	0.0171074216885093
SLC35F2	SLC35F2	    54733.2	    54733.4	4.294325e-01	0.218104281915272
ADAM30	ADAM30	    11085.2	    11085.4	1.102028e-01	0.0559708512025809
PYROXD2	PYROXD2	    84795.2	    84795.4	3.795134e-02	0.0192750892361951
NINJ1	NINJ1	     4814.2	     4814.4	5.029637e-01	0.255450010462525
UOX	UOX	   391051.2	   391051.4	2.382870e-01	0.121023478718412
WFDC12	WFDC12	   128488.2	   128488.4	3.468971e-01	0.176185414224564
APCS	APCS	      325.2	      325.4	1.131304e+00	0.574577486678057
SET	SET	     6418.2	     6418.4	2.308162e-01	0.117229137420693
TFAM	TFAM	     7019.2	     7019.4	2.623688e-01	0.13325437343697
NKIRAS2	NKIRAS2	    28511.2	    28511.4	3.946959e-01	0.200461925551517
SDHB	SDHB	     6390.2	     6390.4	3.773090e-01	0.191631300623892
HNF4A	HNF4A	     3172.2	     3172.4	4.039131e-01	0.205143245170478
EXOSC2	EXOSC2	    23404.2	    23404.4	5.055599e-01	0.256768593328769
CANX	CANX	      821.2	      821.4	0.000000e+00	0
TSPAN31	TSPAN31	     6302.2	     6302.4	6.162714e-01	0.312997807948675
GZMB	GZMB	     3002.2	     3002.4	4.981636e-01	0.253012089803
RXFP1	RXFP1	    59350.2	    59350.4	6.416011e-01	0.325862498044625
ROPN1B	ROPN1B	   152015.2	   152015.4	1.279379e+00	0.649783232737342
GSTK1	GSTK1	   373156.2	   373156.4	1.471307e-01	0.074726145951206
E2F3	E2F3	     1871.2	     1871.4	2.628339e-01	0.133490592869637
LRG1	LRG1	   116844.2	   116844.4	7.260193e-01	0.368737620192064
ZACN	ZACN	   353174.2	   353174.4	2.350763e-01	0.119392797719779
MAPK8	MAPK8	     5599.2	     5599.4	4.473056e-01	0.227181842745204
PPP1R3G	PPP1R3G	   648791.2	   648791.4	7.878226e-01	0.400126870811181
GREM1	GREM1	    26585.2	    26585.4	1.101859e+00	0.559622678690783
C9orf152	C9orf152	   401546.2	   401546.4	5.571113e-01	0.282951011004951
AKNAD1	AKNAD1	   254268.2	   254268.4	4.742553e-01	0.240869313922472
PLIN2	PLIN2	      123.2	      123.4	7.275946e-01	0.369537698610211
PANX3	PANX3	   116337.2	   116337.4	3.254197e-01	0.165277267066613
DIO1	DIO1	     1733.2	     1733.4	1.023330e+00	0.51973861971871
SP140	SP140	    11262.2	    11262.4	4.380220e-01	0.2224667992597
BCL2L13	BCL2L13	    23786.2	    23786.4	4.604857e-01	0.233875877887098
CST2	CST2	     1470.2	     1470.4	5.768856e-01	0.292994171459451
GUCY1B2	GUCY1B2	     2974.2	     2974.4	7.766099e-01	0.394432057582486
MBD5	MBD5	    55777.2	    55777.4	6.777873e-01	0.344241091109292
MIER1	MIER1	    57708.2	    57708.4	4.419709e-01	0.224472404328844
NPHP3	NPHP3	    27031.2	    27031.4	2.907708e-02	0.0147679452616952
C12orf4	C12orf4	    57102.2	    57102.4	1.571828e-01	0.0798315025607792
TRPC5	TRPC5	     7224.2	     7224.4	6.539235e-01	0.332120916314022
CD207	CD207	    50489.2	    50489.4	7.901188e-01	0.401293086810515
OR52N2	OR52N2	   390077.2	   390077.4	4.714115e-01	0.239424977602071
SLCO1B3	SLCO1B3	    28234.2	    28234.4	1.465216e+00	0.744167904224219
OR10A4	OR10A4	   283297.2	   283297.4	8.678342e-02	0.0440763926839525
MPDZ	MPDZ	     8777.2	     8777.4	8.516504e-01	0.432544343837167
IGSF10	IGSF10	   285313.2	   285313.4	1.250161e+00	0.634943715679363
RCN3	RCN3	    57333.2	    57333.4	7.361031e-01	0.373859076900574
SNX30	SNX30	   401548.2	   401548.4	7.444998e-01	0.378123673138534
LGALS9	LGALS9	     3965.2	     3965.4	6.249236e-01	0.317392169968287
MYO6	MYO6	     4646.2	     4646.4	7.589416e-01	0.385458512533699
GRAPL	GRAPL	   400581.2	   400581.4	4.874111e-01	0.247551007348146
C16orf90	C16orf90	   646174.2	   646174.4	2.063292e-01	0.104792445853894
RPL35	RPL35	    11224.2	    11224.4	2.385345e-01	0.121149181383613
RHBG	RHBG	    57127.2	    57127.4	9.275797e-01	0.471108042329547
RPL34	RPL34	     6164.2	     6164.4	4.580922e-02	0.023266024423393
RNFT1	RNFT1	    51136.2	    51136.4	1.943405e-01	0.0987035103294578
COL1A2	COL1A2	     1278.2	     1278.4	3.803065e-01	0.193153699569106
C1orf174	C1orf174	   339448.2	   339448.4	4.045256e-01	0.205454327523754
MRPS26	MRPS26	    64949.2	    64949.4	8.585222e-02	0.0436034459290621
PYY2	PYY2	    23615.2	    23615.4	4.758470e-01	0.241677721729344
PDHA2	PDHA2	     5161.2	     5161.4	4.221063e-01	0.214383381447404
GTF2F1	GTF2F1	     2962.2	     2962.4	6.306025e-01	0.320276423969949
LY6G6E	LY6G6E	    79136.2	    79136.4	4.925052e-03	0.00250138247537244
CCR2	CCR2	   729230.2	   729230.4	1.847593e-01	0.0938373189119787
LY86	LY86	     9450.2	     9450.4	3.641075e-01	0.184926396645491
GAGE12J	GAGE12J	   729396.2	   729396.4	1.827556e-01	0.0928196606078829
ALAS1	ALAS1	      211.2	      211.4	6.285811e-01	0.319249776020706
UBE2O	UBE2O	    63893.2	    63893.4	6.145780e-01	0.31213774777392
DNTT	DNTT	     1791.2	     1791.4	3.641035e-01	0.184924365087266
ZDHHC4	ZDHHC4	    55146.2	    55146.4	1.058920e+00	0.53781440902987
CCT6P1	CCT6P1	   643253.2	   643253.4	3.379715e-01	0.171652195200241
HMGCLL1	HMGCLL1	    54511.2	    54511.4	4.207269e-01	0.213682798593349
ARHGEF15	ARHGEF15	    22899.2	    22899.4	7.082839e-01	0.359729995754043
ABCC6P1	ABCC6P1	   653190.2	   653190.4	4.407252e-01	0.223839726308476
TRUB1	TRUB1	   142940.2	   142940.4	9.490533e-01	0.482014259507185
LMBR1	LMBR1	    64327.2	    64327.4	3.217304e-01	0.163403510126302
CLEC4C	CLEC4C	   170482.2	   170482.4	8.255966e-02	0.041931189091345
DCAF6	DCAF6	    55827.2	    55827.4	5.080291e-01	0.258022674221355
IL18RAP	IL18RAP	     8807.2	     8807.4	2.206169e-01	0.112049019468422
PPP1R8	PPP1R8	     5511.2	     5511.4	5.125728e-01	0.260330371998627
CYB5R1	CYB5R1	    51706.2	    51706.4	6.063630e-01	0.307965435068352
SLC2A10	SLC2A10	    81031.2	    81031.4	6.954939e-01	0.353234088328089
MOSPD1	MOSPD1	    56180.2	    56180.4	3.398706e-01	0.17261672825674
FGF2	FGF2	     2247.2	     2247.4	9.034826e-01	0.458869376900777
NFYA	NFYA	     4800.2	     4800.4	4.464345e-01	0.226739420152651
TSEN15	TSEN15	   116461.2	   116461.4	3.469390e-01	0.176206694796976
ZNF425	ZNF425	   155054.2	   155054.4	5.256822e-01	0.266988499348886
NEK7	NEK7	   140609.2	   140609.4	9.291599e-01	0.471910609406521
DHX38	DHX38	     9785.2	     9785.4	4.800604e-01	0.243817663586147
ARFRP1	ARFRP1	    10139.2	    10139.4	5.551593e-01	0.281959610590919
STX17	STX17	    55014.2	    55014.4	2.259724e-01	0.114769021987555
TBC1D10A	TBC1D10A	    83874.2	    83874.4	7.150491e-01	0.363165970180788
SF3B4	SF3B4	    10262.2	    10262.4	5.499007e-01	0.279288822569799
FABP7	FABP7	     2173.2	     2173.4	3.673748e-01	0.186585824193014
NUP98	NUP98	     4928.2	     4928.4	1.374439e-01	0.0698063213965744
POTEC	POTEC	   388468.2	   388468.4	2.491760e-01	0.12655388809771
NEK2	NEK2	     4751.2	     4751.4	3.112264e-01	0.158068638226206
CHRND	CHRND	     1144.2	     1144.4	8.925081e-01	0.453295542964409
FLG2	FLG2	   388698.2	   388698.4	2.703203e-01	0.137292857244435
MAPKAPK2	MAPKAPK2	     9261.2	     9261.4	2.999067e-01	0.15231948081498
LCE2C	LCE2C	   353140.2	   353140.4	6.638282e-02	0.0337151410002986
CT45A1	CT45A1	   541466.2	   541466.4	3.965868e-01	0.201422293913655
RCN2	RCN2	     5955.2	     5955.4	6.644161e-01	0.337449998273176
INPP5J	INPP5J	    27124.2	    27124.4	6.014599e-01	0.305475201784521
GRIPAP1	GRIPAP1	    56850.2	    56850.4	2.860849e-01	0.145299532944764
TMEM191A	TMEM191A	    84222.2	    84222.4	1.005446e+00	0.510655522892614
DDX20	DDX20	    11218.2	    11218.4	1.371864e-01	0.0696755398358095
C15orf39	C15orf39	    56905.2	    56905.4	7.784007e-01	0.395341586200031
SAA1	SAA1	     6288.2	     6288.4	1.110668e+00	0.564096677792834
SPRR2G	SPRR2G	     6706.2	     6706.4	2.308035e-02	0.0117222687223327
MUC7	MUC7	     4589.2	     4589.4	3.107290e-01	0.157816013960868
PIGF	PIGF	     5281.2	     5281.4	3.029498e-01	0.153865039523965
TIE1	TIE1	     7075.2	     7075.4	6.935706e-01	0.352257264344325
RRN3P1	RRN3P1	   730092.2	   730092.4	5.022729e-01	0.255099160356985
C10orf53	C10orf53	   282966.2	   282966.4	1.673703e-01	0.0850056274162846
FKBP1A	FKBP1A	     2280.2	     2280.4	1.563448e-01	0.0794058911125422
GGCX	GGCX	     2677.2	     2677.4	4.675706e-01	0.237474224605014
SPATA5L1	SPATA5L1	    79029.2	    79029.4	3.826598e-01	0.194348916062109
OTOA	OTOA	   146183.2	   146183.4	4.180319e-01	0.212314036238936
RAB31	RAB31	    11031.2	    11031.4	7.785875e-01	0.395436459969161
ZMPSTE24	ZMPSTE24	    10269.2	    10269.4	4.021874e-01	0.204266780163053
SLC5A7	SLC5A7	    60482.2	    60482.4	2.057148e-01	0.104480398510462
KCNA10	KCNA10	     3744.2	     3744.4	4.467414e-02	0.0226895291457501
HDHD3	HDHD3	    81932.2	    81932.4	7.477672e-02	0.0379783151475013
KPNA5	KPNA5	     3841.2	     3841.4	1.831788e-01	0.0930345994681381
AKR7L	AKR7L	   246181.2	   246181.4	3.410768e-01	0.173229344639632
ZNF618	ZNF618	   114991.2	   114991.4	4.870250e-01	0.247354911190432
RALGPS1	RALGPS1	     9649.2	     9649.4	8.358185e-01	0.424503487169694
HMSD	HMSD	   284293.2	   284293.4	8.000993e-01	0.406362078527852
USP3	USP3	     9960.2	     9960.4	5.519911e-01	0.280350514898432
ASB14	ASB14	   142686.2	   142686.4	3.104139e-01	0.157655977961656
LGALS9C	LGALS9C	   654346.2	   654346.4	6.923552e-01	0.351639975377514
BBS7	BBS7	    55212.2	    55212.4	5.732495e-01	0.291147434243539
TMEM150A	TMEM150A	   129303.2	   129303.4	3.084391e-01	0.15665299766574
CPEB2	CPEB2	   132864.2	   132864.4	1.794981e-01	0.091165210378012
RPL7	RPL7	     6129.2	     6129.4	6.875668e-03	0.00349207997025799
STOM	STOM	     2040.2	     2040.4	5.177764e-01	0.262973226094146
SLC22A12	SLC22A12	   116085.2	   116085.4	9.734428e-01	0.494401431842237
OLAH	OLAH	    55301.2	    55301.4	4.261519e-01	0.216438099436649
C22orf24	C22orf24	    25775.2	    25775.4	4.008384e-01	0.203581637151512
SP140L	SP140L	    93349.2	    93349.4	6.250645e-01	0.31746373160678
ANKAR	ANKAR	   150709.2	   150709.4	1.360941e-01	0.069120772073388
ANKRD29	ANKRD29	   147463.2	   147463.4	5.149245e-01	0.261524775868339
BBS1	BBS1	      582.2	      582.4	3.857512e-01	0.195919005836667
KRTAP20-2	KRTAP20-2	   337976.2	   337976.4	1.903928e-01	0.0966985147277814
GLRB	GLRB	     2743.2	     2743.4	9.670629e-01	0.491161147261561
APOH	APOH	      350.2	      350.4	2.955437e-01	0.150103558680544
RAB23	RAB23	    51715.2	    51715.4	4.259286e-01	0.216324687698712
GRPEL2	GRPEL2	   134266.2	   134266.4	1.276704e-01	0.0648424628174056
PGA5	PGA5	     5222.2	     5222.4	3.355302e-01	0.170412284426278
TMEM45B	TMEM45B	   120224.2	   120224.4	1.015417e+00	0.515719689659165
PELP1	PELP1	    27043.2	    27043.4	6.484045e-01	0.329317873852424
MED26	MED26	     9441.2	     9441.4	1.145118e-01	0.0581593473009733
RIBC2	RIBC2	    26150.2	    26150.4	7.767670e-01	0.394511847031792
PKIA	PKIA	     5569.2	     5569.4	7.840911e-01	0.398231680931591
SLC22A16	SLC22A16	    85413.2	    85413.4	2.460913e-01	0.12498720118318
RFTN2	RFTN2	   130132.2	   130132.4	7.823479e-01	0.39734632785693
TSLP	TSLP	    85480.2	    85480.4	8.486926e-01	0.431042108107339
PHPT1	PHPT1	    29085.2	    29085.4	6.013790e-01	0.305434113519411
CYP3A43	CYP3A43	    64816.2	    64816.4	3.177009e-01	0.161356969158915
RPL22	RPL22	     6146.2	     6146.4	6.253409e-01	0.31760411228016
CDKN2A	CDKN2A	     1029.2	     1029.4	1.778522e+00	0.903292749571849
CEP55	CEP55	    55165.2	    55165.4	6.083171e-01	0.308957902050452
SLC9A7	SLC9A7	    84679.2	    84679.4	4.250579e-01	0.215882468261982
POM121L1P	POM121L1P	    25812.2	    25812.4	2.665939e-01	0.135400257601583
SP4	SP4	     6671.2	     6671.4	1.855208e-01	0.0942240768091534
CCDC6	CCDC6	     8030.2	     8030.4	7.212331e-01	0.366306759197372
ULK2	ULK2	     9706.2	     9706.4	9.602911e-01	0.487721820763744
GPR148	GPR148	   344561.2	   344561.4	8.143596e-02	0.0413604735968535
DNAJB13	DNAJB13	   374407.2	   374407.4	5.023535e-01	0.255140096255229
RTKN2	RTKN2	   219790.2	   219790.4	8.889243e-01	0.451475368372295
FZD3	FZD3	     7976.2	     7976.4	1.031862e+00	0.524071933413648
KRT79	KRT79	   338785.2	   338785.4	2.795935e-01	0.142002618678553
THNSL2	THNSL2	    55258.2	    55258.4	8.234447e-01	0.4182189633771
CLDN8	CLDN8	     9073.2	     9073.4	8.376903e-03	0.00425454154841305
GSR	GSR	     2936.2	     2936.4	7.857836e-01	0.399091284005745
THSD1	THSD1	    55901.2	    55901.4	4.368510e-01	0.221872060589193
MEI1	MEI1	   150365.2	   150365.4	3.520605e-01	0.178807851159918
TCTN2	TCTN2	    79867.2	    79867.4	5.899539e-01	0.299631424548943
TNMD	TNMD	    64102.2	    64102.4	2.636143e-02	0.0133886949879427
ZNF560	ZNF560	   147741.2	   147741.4	6.753975e-01	0.343027336647482
SOAT2	SOAT2	     8435.2	     8435.4	9.797623e-01	0.497611039893709
IL17F	IL17F	   112744.2	   112744.4	9.047703e-02	0.0459523386282513
SSR4	SSR4	     6748.2	     6748.4	3.386934e-01	0.172018840670983
PIGO	PIGO	    84720.2	    84720.4	1.888720e-01	0.095926116290456
LDLRAD1	LDLRAD1	   388633.2	   388633.4	9.551433e-01	0.48510730690547
SLC4A3	SLC4A3	     6508.2	     6508.4	6.687583e-01	0.339655356304839
TCEAL7	TCEAL7	    56849.2	    56849.4	4.734858e-01	0.240478492908846
TMEM154	TMEM154	   201799.2	   201799.4	1.965208e-01	0.0998108619292083
EGFL7	EGFL7	    51162.2	    51162.4	9.951276e-01	0.50541491529418
PRKAG1	PRKAG1	     5571.2	     5571.4	3.619386e-01	0.183824834986683
PSG7	PSG7	     5676.2	     5676.4	1.285196e-01	0.0652737626286738
ZFPL1	ZFPL1	     7542.2	     7542.4	1.372247e-01	0.0696949920058184
HIST1H4H	HIST1H4H	     8365.2	     8365.4	4.878499e-01	0.247773869285481
TMEM53	TMEM53	    79639.2	    79639.4	6.886744e-01	0.349770535498433
HIST2H2BA	HIST2H2BA	   337875.2	   337875.4	2.827037e-01	0.14358225677677
FAM149A	FAM149A	    25854.2	    25854.4	6.806758e-01	0.345708130092863
IPPK	IPPK	    64768.2	    64768.4	4.804190e-01	0.243999792781061
RAPGEF1	RAPGEF1	     2889.2	     2889.4	5.619598e-01	0.285413513519004
HSD3B2	HSD3B2	     3284.2	     3284.4	8.907926e-01	0.452424258430459
POMGNT1	POMGNT1	    55624.2	    55624.4	5.862817e-01	0.297766352520046
COL28A1	COL28A1	   340267.2	   340267.4	4.126033e-01	0.209556906993233
NAA20	NAA20	    51126.2	    51126.4	2.730038e-01	0.13865577886895
FAHD2B	FAHD2B	   151313.2	   151313.4	7.421166e-01	0.376913270747796
SLCO1C1	SLCO1C1	    53919.2	    53919.4	7.009423e-01	0.356001273787007
LRRTM4	LRRTM4	    80059.2	    80059.4	5.748566e-01	0.291963663549579
ANKRD45	ANKRD45	   339416.2	   339416.4	1.171577e+00	0.595031722781691
SECISBP2	SECISBP2	    79048.2	    79048.4	4.959963e-01	0.251911340767482
DIRC1	DIRC1	   116093.2	   116093.4	2.920304e-01	0.148319190302154
EXTL2	EXTL2	     2135.2	     2135.4	4.497384e-01	0.228417436457938
MTMR4	MTMR4	     9110.2	     9110.4	5.205021e-01	0.26435758065794
BTG1	BTG1	      694.2	      694.4	6.672059e-01	0.338866908557533
IL18	IL18	     3606.2	     3606.4	3.336841e-01	0.169474669516266
CPA5	CPA5	    93979.2	    93979.4	8.841083e-01	0.449029372268824
PLD2	PLD2	     5338.2	     5338.4	6.376261e-01	0.32384363705806
CKAP5	CKAP5	     9793.2	     9793.4	8.011913e-01	0.406916693923406
WSB2	WSB2	    55884.2	    55884.4	1.610600e-01	0.0818006919487316
PKD1L1	PKD1L1	   168507.2	   168507.4	1.717664e-01	0.0872383606950367
TP53TG1	TP53TG1	    11257.2	    11257.4	8.021875e-01	0.407422653499461
OR4F6	OR4F6	   390648.2	   390648.4	5.662889e-02	0.028761221819748
RHBDD3	RHBDD3	    25807.2	    25807.4	6.697060e-02	0.034013668323741
CYBRD1	CYBRD1	    79901.2	    79901.4	1.202113e+00	0.610540638274963
ZEB1	ZEB1	     6935.2	     6935.4	1.084361e+00	0.550735627233444
PDGFRB	PDGFRB	     5159.2	     5159.4	6.135435e-01	0.311612336027857
EGLN3	EGLN3	   112399.2	   112399.4	9.786784e-01	0.497060538403561
TOP1	TOP1	     7150.2	     7150.4	6.968709e-01	0.353933452247208
PTP4A2	PTP4A2	     8073.2	     8073.4	3.883770e-01	0.19725262223378
PYGL	PYGL	     5836.2	     5836.4	8.185223e-01	0.415718927824831
TM4SF4	TM4SF4	     7104.2	     7104.4	1.854867e-01	0.0942067577752812
IKBKB	IKBKB	     3551.2	     3551.4	9.609757e-01	0.488069521954034
ZG16	ZG16	   653808.2	   653808.4	6.122726e-01	0.310966859190668
CLIC6	CLIC6	    54102.2	    54102.4	8.280282e-01	0.420546875158716
ITGA10	ITGA10	     8515.2	     8515.4	2.229569e-01	0.113237481030325
CCDC106	CCDC106	    29903.2	    29903.4	7.391453e-01	0.375404178508958
TAF5L	TAF5L	    27097.2	    27097.4	3.277621e-01	0.166466947563451
ERMAP	ERMAP	   114625.2	   114625.4	4.853467e-01	0.246502520147979
DEDD	DEDD	     9191.2	     9191.4	5.138406e-01	0.260974274378191
TUBA3C	TUBA3C	     7278.2	     7278.4	7.184775e-01	0.364907218735843
CAPN14	CAPN14	   440854.2	   440854.4	4.279993e-01	0.217376374603084
DCLRE1C	DCLRE1C	    64421.2	    64421.4	5.073208e-01	0.257662936048579
IFT122	IFT122	    55764.2	    55764.4	2.105393e-01	0.106930711675162
SPRR3	SPRR3	     6707.2	     6707.4	8.766990e-02	0.0445266266178822
INTS3	INTS3	    65123.2	    65123.4	1.084684e+00	0.550899675560151
ADAL	ADAL	   161823.2	   161823.4	3.724519e-01	0.189164430259653
ANXA9	ANXA9	     8416.2	     8416.4	5.450790e-01	0.276839931495857
FAM160A2	FAM160A2	    84067.2	    84067.4	4.486727e-01	0.227876178557716
NDUFS1	NDUFS1	     4719.2	     4719.4	9.893118e-02	0.0502461131212251
ZNF799	ZNF799	    90576.2	    90576.4	8.784515e-02	0.0446156342626358
SRP68	SRP68	     6730.2	     6730.4	2.866640e-01	0.145593651786857
AQP12A	AQP12A	   375318.2	   375318.4	5.662889e-02	0.028761221819748
SEBOX	SEBOX	   645832.2	   645832.4	2.228567e-01	0.113186590496777
MEIS3	MEIS3	    56917.2	    56917.4	6.343491e-01	0.32217928298184
ATP6V0A1	ATP6V0A1	      535.2	      535.4	1.635534e-01	0.0830670637685811
HDAC8	HDAC8	    55869.2	    55869.4	2.351277e-01	0.119418903242976
HBBP1	HBBP1	     3044.2	     3044.4	8.457094e-02	0.0429526971982781
