V1	V2	X	X.1	X.2	we
MYLPF	MYLPF	    29895.3	    29895.4	9.98e-01	1.82646e-05
KRI1	KRI1	    65095.3	    65095.4	9.98e-01	1.82646e-05
ZFY	ZFY	     7544.3	     7544.4	9.98e-01	1.82646e-05
CCDC150	CCDC150	   284992.3	   284992.4	9.98e-01	1.82646e-05
COA1	COA1	    55744.3	    55744.4	9.98e-01	1.82646e-05
UGT2A2	UGT2A2	   574537.3	   574537.4	9.98e-01	1.82646e-05
NDUFS7	NDUFS7	   374291.3	   374291.4	9.98e-01	1.82646e-05
RGS21	RGS21	   431704.3	   431704.4	9.98e-01	1.82646e-05
NDUFB4	NDUFB4	     4710.3	     4710.4	9.98e-01	1.82646e-05
SIRT5	SIRT5	    23408.3	    23408.4	9.98e-01	1.82646e-05
GOLGA2	GOLGA2	     2801.3	     2801.4	9.98e-01	1.82646e-05
DGUOK	DGUOK	     1716.3	     1716.4	9.98e-01	1.82646e-05
IMMP2L	IMMP2L	    83943.3	    83943.4	9.98e-01	1.82646e-05
PRR23C	PRR23C	   389152.3	   389152.4	9.98e-01	1.82646e-05
DENND1B	DENND1B	   163486.3	   163486.4	9.98e-01	1.82646e-05
CTNS	CTNS	     1497.3	     1497.4	9.98e-01	1.82646e-05
SPRED3	SPRED3	   399473.3	   399473.4	9.98e-01	1.82646e-05
SLC9B2	SLC9B2	   133308.3	   133308.4	9.98e-01	1.82646e-05
PSMB8	PSMB8	     5696.3	     5696.4	9.98e-01	1.82646e-05
LRRC37B	LRRC37B	   114659.3	   114659.4	9.98e-01	1.82646e-05
ICK	ICK	    22858.3	    22858.4	9.98e-01	1.82646e-05
TPST2	TPST2	     8459.3	     8459.4	9.98e-01	1.82646e-05
XPC	XPC	     7508.3	     7508.4	9.98e-01	1.82646e-05
SLC5A2	SLC5A2	     6524.3	     6524.4	9.98e-01	1.82646e-05
CCL17	CCL17	     6361.3	     6361.4	9.98e-01	1.82646e-05
CIAPIN1	CIAPIN1	    57019.3	    57019.4	9.98e-01	1.82646e-05
COQ9	COQ9	    57017.3	    57017.4	9.98e-01	1.82646e-05
DNAJB6	DNAJB6	    10049.3	    10049.4	9.98e-01	1.82646e-05
TMEM74B	TMEM74B	    55321.3	    55321.4	9.98e-01	1.82646e-05
RAB11B	RAB11B	     9230.3	     9230.4	9.98e-01	1.82646e-05
LBH	LBH	    81606.3	    81606.4	9.98e-01	1.82646e-05
COX10	COX10	     1352.3	     1352.4	9.98e-01	1.82646e-05
DSN1	DSN1	    79980.3	    79980.4	9.98e-01	1.82646e-05
DNAJC15	DNAJC15	    29103.3	    29103.4	9.98e-01	1.82646e-05
NRK	NRK	   203447.3	   203447.4	9.98e-01	1.82646e-05
ASB8	ASB8	   140461.3	   140461.4	9.98e-01	1.82646e-05
PTGDS	PTGDS	     5730.3	     5730.4	9.98e-01	1.82646e-05
PPP4R2	PPP4R2	   151987.3	   151987.4	9.98e-01	1.82646e-05
ECI2	ECI2	    10455.3	    10455.4	9.98e-01	1.82646e-05
FBXO6	FBXO6	    26270.3	    26270.4	9.98e-01	1.82646e-05
OR6V1	OR6V1	   346517.3	   346517.4	9.98e-01	1.82646e-05
CSF2RA	CSF2RA	     1438.3	     1438.4	9.99e-01	1.82646e-05
RBP7	RBP7	   116362.3	   116362.4	9.99e-01	1.82646e-05
PLIN5	PLIN5	   440503.3	   440503.4	9.99e-01	1.82646e-05
HAUS4	HAUS4	    54930.3	    54930.4	9.99e-01	1.82646e-05
TM2D3	TM2D3	    80213.3	    80213.4	9.99e-01	1.82646e-05
FAXDC2	FAXDC2	    10826.3	    10826.4	9.99e-01	1.82646e-05
FGF18	FGF18	     8817.3	     8817.4	9.99e-01	1.82646e-05
KCNK4	KCNK4	    50801.3	    50801.4	9.99e-01	1.82646e-05
MTHFS	MTHFS	    10588.3	    10588.4	9.99e-01	1.82646e-05
RRP1	RRP1	     8568.3	     8568.4	9.99e-01	1.82646e-05
MED31	MED31	    51003.3	    51003.4	9.99e-01	1.82646e-05
CLNS1A	CLNS1A	     1207.3	     1207.4	9.99e-01	1.82646e-05
USP33	USP33	    23032.3	    23032.4	9.99e-01	1.82646e-05
MIS12	MIS12	    79003.3	    79003.4	9.99e-01	1.82646e-05
SDR16C5	SDR16C5	   195814.3	   195814.4	9.99e-01	1.82646e-05
SLC15A1	SLC15A1	     6564.3	     6564.4	9.99e-01	1.82646e-05
PRKAG1	PRKAG1	     5571.3	     5571.4	9.99e-01	1.82646e-05
ZNF205	ZNF205	     7755.3	     7755.4	9.99e-01	1.82646e-05
ZNF213	ZNF213	     7760.3	     7760.4	9.99e-01	1.82646e-05
ABHD17A	ABHD17A	    81926.3	    81926.4	9.99e-01	1.82646e-05
USP14	USP14	     9097.3	     9097.4	9.99e-01	1.82646e-05
KIAA2013	KIAA2013	    90231.3	    90231.4	9.99e-01	1.82646e-05
OPN3	OPN3	    23596.3	    23596.4	9.99e-01	1.82646e-05
TBC1D2	TBC1D2	    55357.3	    55357.4	9.99e-01	1.82646e-05
JPH3	JPH3	    57338.3	    57338.4	9.99e-01	1.82646e-05
CYP4F11	CYP4F11	    57834.3	    57834.4	9.99e-01	1.82646e-05
TRIM45	TRIM45	    80263.3	    80263.4	9.99e-01	1.82646e-05
PCMTD2	PCMTD2	    55251.3	    55251.4	9.99e-01	1.82646e-05
ANXA5	ANXA5	      308.3	      308.4	9.99e-01	1.82646e-05
CCDC173	CCDC173	   129881.3	   129881.4	9.99e-01	1.82646e-05
C3orf52	C3orf52	    79669.3	    79669.4	9.99e-01	1.82646e-05
GCSAM	GCSAM	   257144.3	   257144.4	9.99e-01	1.82646e-05
UBA3	UBA3	     9039.3	     9039.4	9.99e-01	1.82646e-05
NUB1	NUB1	    51667.3	    51667.4	9.99e-01	1.82646e-05
PTCHD1	PTCHD1	   139411.3	   139411.4	9.99e-01	1.82646e-05
MICAL3	MICAL3	    57553.3	    57553.4	9.99e-01	1.82646e-05
CLEC4C	CLEC4C	   170482.3	   170482.4	9.99e-01	1.82646e-05
PENK	PENK	     5179.3	     5179.4	9.99e-01	1.82646e-05
SLC27A2	SLC27A2	    11001.3	    11001.4	9.99e-01	1.82646e-05
ZNF257	ZNF257	   113835.3	   113835.4	9.99e-01	1.82646e-05
RFC4	RFC4	     5984.3	     5984.4	9.99e-01	1.82646e-05
MTG2	MTG2	    26164.3	    26164.4	9.99e-01	1.82646e-05
POLR3F	POLR3F	    10621.3	    10621.4	9.99e-01	1.82646e-05
RBBP9	RBBP9	    10741.3	    10741.4	9.99e-01	1.82646e-05
KLK2	KLK2	     3817.3	     3817.4	9.99e-01	1.82646e-05
MIA2	MIA2	   117153.3	   117153.4	9.99e-01	1.82646e-05
CSN2	CSN2	     1447.3	     1447.4	9.99e-01	1.82646e-05
HSPB3	HSPB3	     8988.3	     8988.4	9.99e-01	1.82646e-05
TREH	TREH	    11181.3	    11181.4	9.99e-01	1.82646e-05
WDR83	WDR83	    84292.3	    84292.4	9.99e-01	1.82646e-05
IRF2BP2	IRF2BP2	   359948.3	   359948.4	9.99e-01	1.82646e-05
CRTAP	CRTAP	    10491.3	    10491.4	9.99e-01	1.82646e-05
TOLLIP	TOLLIP	    54472.3	    54472.4	9.99e-01	1.82646e-05
GPR26	GPR26	     2849.3	     2849.4	9.99e-01	1.82646e-05
NUTM2G	NUTM2G	   441457.3	   441457.4	9.99e-01	1.82646e-05
GYG1	GYG1	     2992.3	     2992.4	9.99e-01	1.82646e-05
TAL1	TAL1	     6886.3	     6886.4	9.99e-01	1.82646e-05
CD52	CD52	     1043.3	     1043.4	9.99e-01	1.82646e-05
HES7	HES7	    84667.3	    84667.4	9.99e-01	1.82646e-05
STX17	STX17	    55014.3	    55014.4	9.99e-01	1.82646e-05
C12orf77	C12orf77	   196415.3	   196415.4	9.99e-01	1.82646e-05
QPRT	QPRT	    23475.3	    23475.4	9.99e-01	1.82646e-05
PRSS53	PRSS53	   339105.3	   339105.4	9.99e-01	1.82646e-05
GJC3	GJC3	   349149.3	   349149.4	9.99e-01	1.82646e-05
TMEM220	TMEM220	   388335.3	   388335.4	9.99e-01	1.82646e-05
FAM214B	FAM214B	    80256.3	    80256.4	9.99e-01	1.82646e-05
CEP19	CEP19	    84984.3	    84984.4	9.99e-01	1.82646e-05
CARHSP1	CARHSP1	    23589.3	    23589.4	9.99e-01	1.82646e-05
CDC25A	CDC25A	      993.3	      993.4	9.99e-01	1.82646e-05
XIRP2	XIRP2	   129446.3	   129446.4	9.99e-01	1.82646e-05
EMC9	EMC9	    51016.3	    51016.4	9.99e-01	1.82646e-05
POLA1	POLA1	     5422.3	     5422.4	9.99e-01	1.82646e-05
LRRTM1	LRRTM1	   347730.3	   347730.4	9.99e-01	1.82646e-05
CXorf65	CXorf65	   158830.3	   158830.4	9.99e-01	1.82646e-05
GTF2H3	GTF2H3	     2967.3	     2967.4	9.99e-01	1.82646e-05
DMWD	DMWD	     1762.3	     1762.4	9.99e-01	1.82646e-05
FBXO46	FBXO46	    23403.3	    23403.4	9.99e-01	1.82646e-05
SLC35F1	SLC35F1	   222553.3	   222553.4	9.99e-01	1.82646e-05
NUDT22	NUDT22	    84304.3	    84304.4	9.99e-01	1.82646e-05
RAB24	RAB24	    53917.3	    53917.4	9.99e-01	1.82646e-05
C12orf65	C12orf65	    91574.3	    91574.4	9.99e-01	1.82646e-05
TTYH3	TTYH3	    80727.3	    80727.4	9.99e-01	1.82646e-05
SRP54	SRP54	     6729.3	     6729.4	9.99e-01	1.82646e-05
SLC2A14	SLC2A14	   144195.3	   144195.4	9.99e-01	1.82646e-05
SLC23A3	SLC23A3	   151295.3	   151295.4	9.99e-01	1.82646e-05
EFCAB1	EFCAB1	    79645.3	    79645.4	9.99e-01	1.82646e-05
SPEF1	SPEF1	    25876.3	    25876.4	9.99e-01	1.82646e-05
DCAF15	DCAF15	    90379.3	    90379.4	9.99e-01	1.82646e-05
OMD	OMD	     4958.3	     4958.4	9.99e-01	1.82646e-05
ST20	ST20	   400410.3	   400410.4	9.99e-01	1.82646e-05
CRK	CRK	     1398.3	     1398.4	9.99e-01	1.82646e-05
ARHGAP24	ARHGAP24	    83478.3	    83478.4	9.99e-01	1.82646e-05
TMEM251	TMEM251	    26175.3	    26175.4	9.99e-01	1.82646e-05
ROPN1L	ROPN1L	    83853.3	    83853.4	9.99e-01	1.82646e-05
TDP1	TDP1	    55775.3	    55775.4	9.99e-01	1.82646e-05
AVP	AVP	      551.3	      551.4	9.99e-01	1.82646e-05
MYOZ1	MYOZ1	    58529.3	    58529.4	9.99e-01	1.82646e-05
IL9	IL9	     3578.3	     3578.4	9.99e-01	1.82646e-05
TMEM147	TMEM147	    10430.3	    10430.4	9.99e-01	1.82646e-05
DENND2D	DENND2D	    79961.3	    79961.4	9.99e-01	1.82646e-05
DLX3	DLX3	     1747.3	     1747.4	9.99e-01	1.82646e-05
HOXB7	HOXB7	     3217.3	     3217.4	9.99e-01	1.82646e-05
OR10H5	OR10H5	   284433.3	   284433.4	9.99e-01	1.82646e-05
RAC1	RAC1	     5879.3	     5879.4	9.99e-01	1.82646e-05
NUBP2	NUBP2	    10101.3	    10101.4	9.99e-01	1.82646e-05
HBG1	HBG1	     3047.3	     3047.4	9.99e-01	1.82646e-05
NRG3	NRG3	    10718.3	    10718.4	9.99e-01	1.82646e-05
C17orf97	C17orf97	   400566.3	   400566.4	9.99e-01	1.82646e-05
SLC25A30	SLC25A30	   253512.3	   253512.4	9.99e-01	1.82646e-05
IVD	IVD	     3712.3	     3712.4	9.99e-01	1.82646e-05
OPHN1	OPHN1	     4983.3	     4983.4	9.99e-01	1.82646e-05
NUCKS1	NUCKS1	    64710.3	    64710.4	9.99e-01	1.82646e-05
DNAI1	DNAI1	    27019.3	    27019.4	9.99e-01	1.82646e-05
CAPN12	CAPN12	   147968.3	   147968.4	9.99e-01	1.82646e-05
C12orf71	C12orf71	   728858.3	   728858.4	9.99e-01	1.82646e-05
MT1X	MT1X	     4501.3	     4501.4	9.99e-01	1.82646e-05
SEC14L2	SEC14L2	    23541.3	    23541.4	9.99e-01	1.82646e-05
MXRA7	MXRA7	   439921.3	   439921.4	9.99e-01	1.82646e-05
C7orf66	C7orf66	   154907.3	   154907.4	9.99e-01	1.82646e-05
CBX6	CBX6	    23466.3	    23466.4	9.99e-01	1.82646e-05
WFDC8	WFDC8	    90199.3	    90199.4	9.99e-01	1.82646e-05
TPBG	TPBG	     7162.3	     7162.4	9.99e-01	1.82646e-05
USP18	USP18	    11274.3	    11274.4	9.99e-01	1.82646e-05
UBN2	UBN2	   254048.3	   254048.4	9.99e-01	1.82646e-05
C19orf47	C19orf47	   126526.3	   126526.4	9.99e-01	1.82646e-05
CCND3	CCND3	      896.3	      896.4	9.99e-01	1.82646e-05
PRKCG	PRKCG	     5582.3	     5582.4	9.99e-01	1.82646e-05
HES1	HES1	     3280.3	     3280.4	9.99e-01	1.82646e-05
MAP6	MAP6	     4135.3	     4135.4	9.99e-01	1.82646e-05
RABGGTB	RABGGTB	     5876.3	     5876.4	9.99e-01	1.82646e-05
UTP18	UTP18	    51096.3	    51096.4	9.99e-01	1.82646e-05
ASB9	ASB9	   140462.3	   140462.4	9.99e-01	1.82646e-05
SEMA4B	SEMA4B	    10509.3	    10509.4	9.99e-01	1.82646e-05
ZNF154	ZNF154	     7710.3	     7710.4	9.99e-01	1.82646e-05
TMEM30B	TMEM30B	   161291.3	   161291.4	9.99e-01	1.82646e-05
CCDC28A	CCDC28A	    25901.3	    25901.4	9.99e-01	1.82646e-05
LRP2BP	LRP2BP	    55805.3	    55805.4	9.99e-01	1.82646e-05
DDOST	DDOST	     1650.3	     1650.4	9.99e-01	1.82646e-05
RARB	RARB	     5915.3	     5915.4	9.99e-01	1.82646e-05
BSDC1	BSDC1	    55108.3	    55108.4	9.99e-01	1.82646e-05
BUB3	BUB3	     9184.3	     9184.4	9.99e-01	1.82646e-05
MED4	MED4	    29079.3	    29079.4	9.99e-01	1.82646e-05
USP10	USP10	     9100.3	     9100.4	9.99e-01	1.82646e-05
LNX1	LNX1	    84708.3	    84708.4	9.99e-01	1.82646e-05
TMEM88	TMEM88	    92162.3	    92162.4	9.99e-01	1.82646e-05
ZNF438	ZNF438	   220929.3	   220929.4	9.99e-01	1.82646e-05
TRPM3	TRPM3	    80036.3	    80036.4	9.99e-01	1.82646e-05
OR2W3	OR2W3	   343171.3	   343171.4	9.99e-01	1.82646e-05
SDHD	SDHD	     6392.3	     6392.4	9.99e-01	1.82646e-05
SPDEF	SPDEF	    25803.3	    25803.4	9.99e-01	1.82646e-05
IFIT1B	IFIT1B	   439996.3	   439996.4	9.99e-01	1.82646e-05
DAB1	DAB1	     1600.3	     1600.4	9.99e-01	1.82646e-05
RAPSN	RAPSN	     5913.3	     5913.4	9.99e-01	1.82646e-05
UBE2Z	UBE2Z	    65264.3	    65264.4	9.99e-01	1.82646e-05
PIFO	PIFO	   128344.3	   128344.4	9.99e-01	1.82646e-05
MMP24	MMP24	    10893.3	    10893.4	9.99e-01	1.82646e-05
PLEKHB1	PLEKHB1	    58473.3	    58473.4	9.99e-01	1.82646e-05
PCCB	PCCB	     5096.3	     5096.4	9.99e-01	1.82646e-05
TRUB1	TRUB1	   142940.3	   142940.4	9.99e-01	1.82646e-05
B3GNT9	B3GNT9	    84752.3	    84752.4	9.99e-01	1.82646e-05
C15orf40	C15orf40	   123207.3	   123207.4	9.99e-01	1.82646e-05
SDR9C7	SDR9C7	   121214.3	   121214.4	9.99e-01	1.82646e-05
HDGF	HDGF	     3068.3	     3068.4	9.99e-01	1.82646e-05
ADAD1	ADAD1	   132612.3	   132612.4	9.99e-01	1.82646e-05
CYP3A7	CYP3A7	     1551.3	     1551.4	9.99e-01	1.82646e-05
DBI	DBI	     1622.3	     1622.4	9.99e-01	1.82646e-05
CMC1	CMC1	   152100.3	   152100.4	9.99e-01	1.82646e-05
PIK3IP1	PIK3IP1	   113791.3	   113791.4	9.99e-01	1.82646e-05
KLK13	KLK13	    26085.3	    26085.4	9.99e-01	1.82646e-05
EAPP	EAPP	    55837.3	    55837.4	9.99e-01	1.82646e-05
TEKT5	TEKT5	   146279.3	   146279.4	9.99e-01	1.82646e-05
FBXL8	FBXL8	    55336.3	    55336.4	9.99e-01	1.82646e-05
COX7A2L	COX7A2L	     9167.3	     9167.4	9.99e-01	1.82646e-05
PSMD5	PSMD5	     5711.3	     5711.4	9.99e-01	1.82646e-05
LENG8	LENG8	   114823.3	   114823.4	9.99e-01	1.82646e-05
RABAC1	RABAC1	    10567.3	    10567.4	9.99e-01	1.82646e-05
VSIG1	VSIG1	   340547.3	   340547.4	9.99e-01	1.82646e-05
ART3	ART3	      419.3	      419.4	9.99e-01	1.82646e-05
MRPL4	MRPL4	    51073.3	    51073.4	9.99e-01	1.82646e-05
ZMPSTE24	ZMPSTE24	    10269.3	    10269.4	9.99e-01	1.82646e-05
POU2F1	POU2F1	     5451.3	     5451.4	9.99e-01	1.82646e-05
SOX18	SOX18	    54345.3	    54345.4	9.99e-01	1.82646e-05
PPIAL4G	PPIAL4G	   644591.3	   644591.4	9.99e-01	1.82646e-05
INPP5B	INPP5B	     3633.3	     3633.4	9.99e-01	1.82646e-05
CASP5	CASP5	      838.3	      838.4	9.99e-01	1.82646e-05
ACTRT3	ACTRT3	    84517.3	    84517.4	9.99e-01	1.82646e-05
TOB2	TOB2	    10766.3	    10766.4	9.99e-01	1.82646e-05
NUP43	NUP43	   348995.3	   348995.4	9.99e-01	1.82646e-05
SLC38A4	SLC38A4	    55089.3	    55089.4	9.99e-01	1.82646e-05
VMAC	VMAC	   400673.3	   400673.4	9.99e-01	1.82646e-05
GTSE1	GTSE1	    51512.3	    51512.4	9.99e-01	1.82646e-05
CCDC8	CCDC8	    83987.3	    83987.4	9.99e-01	1.82646e-05
SPINK2	SPINK2	     6691.3	     6691.4	9.99e-01	1.82646e-05
HSD17B2	HSD17B2	     3294.3	     3294.4	9.99e-01	1.82646e-05
ZNF77	ZNF77	    58492.3	    58492.4	9.99e-01	1.82646e-05
GNPAT	GNPAT	     8443.3	     8443.4	9.99e-01	1.82646e-05
CA13	CA13	   377677.3	   377677.4	9.99e-01	1.82646e-05
FFAR3	FFAR3	     2865.3	     2865.4	9.99e-01	1.82646e-05
PYROXD2	PYROXD2	    84795.3	    84795.4	9.99e-01	1.82646e-05
PMAIP1	PMAIP1	     5366.3	     5366.4	9.99e-01	1.82646e-05
MFAP3L	MFAP3L	     9848.3	     9848.4	9.99e-01	1.82646e-05
PRRC2C	PRRC2C	    23215.3	    23215.4	9.99e-01	1.82646e-05
AP4B1	AP4B1	    10717.3	    10717.4	9.99e-01	1.82646e-05
LRPAP1	LRPAP1	     4043.3	     4043.4	9.99e-01	1.82646e-05
FAM9B	FAM9B	   171483.3	   171483.4	9.99e-01	1.82646e-05
ZNF778	ZNF778	   197320.3	   197320.4	9.99e-01	1.82646e-05
MRPS28	MRPS28	    28957.3	    28957.4	9.99e-01	1.82646e-05
ACY3	ACY3	    91703.3	    91703.4	9.99e-01	1.82646e-05
CRKL	CRKL	     1399.3	     1399.4	9.99e-01	1.82646e-05
EIF4EBP3	EIF4EBP3	     8637.3	     8637.4	9.99e-01	1.82646e-05
FBXO41	FBXO41	   150726.3	   150726.4	9.99e-01	1.82646e-05
C17orf80	C17orf80	    55028.3	    55028.4	9.99e-01	1.82646e-05
PVALB	PVALB	     5816.3	     5816.4	9.99e-01	1.82646e-05
ATPAF1	ATPAF1	    64756.3	    64756.4	9.99e-01	1.82646e-05
ASAH2B	ASAH2B	   653308.3	   653308.4	9.99e-01	1.82646e-05
PSG4	PSG4	     5672.3	     5672.4	9.99e-01	1.82646e-05
COX6A1	COX6A1	     1337.3	     1337.4	9.99e-01	1.82646e-05
ZNF564	ZNF564	   163050.3	   163050.4	9.99e-01	1.82646e-05
NARF	NARF	    26502.3	    26502.4	9.99e-01	1.82646e-05
APH1B	APH1B	    83464.3	    83464.4	9.99e-01	1.82646e-05
PCDHA13	PCDHA13	    56136.3	    56136.4	9.99e-01	1.82646e-05
NEK3	NEK3	     4752.3	     4752.4	9.99e-01	1.82646e-05
TTR	TTR	     7276.3	     7276.4	9.99e-01	1.82646e-05
RNF2	RNF2	     6045.3	     6045.4	9.99e-01	1.82646e-05
KRTAP10-1	KRTAP10-1	   386677.3	   386677.4	9.99e-01	1.82646e-05
PAOX	PAOX	   196743.3	   196743.4	9.99e-01	1.82646e-05
PRKRA	PRKRA	     8575.3	     8575.4	9.99e-01	1.82646e-05
NBPF15	NBPF15	   284565.3	   284565.4	9.99e-01	1.82646e-05
OR3A3	OR3A3	     8392.3	     8392.4	9.99e-01	1.82646e-05
LAMTOR1	LAMTOR1	    55004.3	    55004.4	9.99e-01	1.82646e-05
ATP6V1G1	ATP6V1G1	     9550.3	     9550.4	9.99e-01	1.82646e-05
MYL2	MYL2	     4633.3	     4633.4	9.99e-01	1.82646e-05
DPM2	DPM2	     8818.3	     8818.4	9.99e-01	1.82646e-05
BAMBI	BAMBI	    25805.3	    25805.4	9.99e-01	1.82646e-05
SLC26A3	SLC26A3	     1811.3	     1811.4	9.99e-01	1.82646e-05
MS4A6A	MS4A6A	    64231.3	    64231.4	9.99e-01	1.82646e-05
AKT1	AKT1	      207.3	      207.4	9.99e-01	1.82646e-05
OPRD1	OPRD1	     4985.3	     4985.4	9.99e-01	1.82646e-05
IGLL5	IGLL5	100423062.3	100423062.4	9.99e-01	1.82646e-05
YTHDF3	YTHDF3	   253943.3	   253943.4	9.99e-01	1.82646e-05
IFT20	IFT20	    90410.3	    90410.4	9.99e-01	1.82646e-05
CCDC140	CCDC140	   151278.3	   151278.4	9.99e-01	1.82646e-05
CLDN14	CLDN14	    23562.3	    23562.4	9.99e-01	1.82646e-05
MIEF2	MIEF2	   125170.3	   125170.4	9.99e-01	1.82646e-05
BCDIN3D	BCDIN3D	   144233.3	   144233.4	9.99e-01	1.82646e-05
MAPK15	MAPK15	   225689.3	   225689.4	9.99e-01	1.82646e-05
ZNF136	ZNF136	     7695.3	     7695.4	9.99e-01	1.82646e-05
VTCN1	VTCN1	    79679.3	    79679.4	9.99e-01	1.82646e-05
LAPTM4A	LAPTM4A	     9741.3	     9741.4	9.99e-01	1.82646e-05
PDPN	PDPN	    10630.3	    10630.4	9.99e-01	1.82646e-05
TRPM1	TRPM1	     4308.3	     4308.4	9.99e-01	1.82646e-05
LMO1	LMO1	     4004.3	     4004.4	9.99e-01	1.82646e-05
DYRK2	DYRK2	     8445.3	     8445.4	9.99e-01	1.82646e-05
H1FOO	H1FOO	   132243.3	   132243.4	9.99e-01	1.82646e-05
NDUFC1	NDUFC1	     4717.3	     4717.4	9.99e-01	1.82646e-05
CABYR	CABYR	    26256.3	    26256.4	9.99e-01	1.82646e-05
TMEM230	TMEM230	    29058.3	    29058.4	9.99e-01	1.82646e-05
HRC	HRC	     3270.3	     3270.4	9.99e-01	1.82646e-05
SFN	SFN	     2810.3	     2810.4	9.99e-01	1.82646e-05
C1orf216	C1orf216	   127703.3	   127703.4	9.99e-01	1.82646e-05
CHMP1A	CHMP1A	     5119.3	     5119.4	9.99e-01	1.82646e-05
CENPK	CENPK	    64105.3	    64105.4	9.99e-01	1.82646e-05
DPH1	DPH1	     1801.3	     1801.4	9.99e-01	1.82646e-05
RRAGD	RRAGD	    58528.3	    58528.4	9.99e-01	1.82646e-05
PAAF1	PAAF1	    80227.3	    80227.4	9.99e-01	1.82646e-05
ZSCAN20	ZSCAN20	     7579.3	     7579.4	9.99e-01	1.82646e-05
C6orf48	C6orf48	    50854.3	    50854.4	9.99e-01	1.82646e-05
SPANXN3	SPANXN3	   139067.3	   139067.4	9.99e-01	1.82646e-05
DNAAF1	DNAAF1	   123872.3	   123872.4	9.99e-01	1.82646e-05
C11orf72	C11orf72	100505621.3	100505621.4	9.99e-01	1.82646e-05
SLC25A37	SLC25A37	    51312.3	    51312.4	9.99e-01	1.82646e-05
CNFN	CNFN	    84518.3	    84518.4	9.99e-01	1.82646e-05
KLHL12	KLHL12	    59349.3	    59349.4	9.99e-01	1.82646e-05
CST7	CST7	     8530.3	     8530.4	9.99e-01	1.82646e-05
HIST1H2AM	HIST1H2AM	     8336.3	     8336.4	9.99e-01	1.82646e-05
HIST1H3J	HIST1H3J	     8356.3	     8356.4	9.99e-01	1.82646e-05
OR2B2	OR2B2	    81697.3	    81697.4	9.99e-01	1.82646e-05
BIRC3	BIRC3	      330.3	      330.4	9.99e-01	1.82646e-05
PDE6D	PDE6D	     5147.3	     5147.4	9.99e-01	1.82646e-05
LCNL1	LCNL1	   401562.3	   401562.4	9.99e-01	1.82646e-05
CADM4	CADM4	   199731.3	   199731.4	9.99e-01	1.82646e-05
LHX8	LHX8	   431707.3	   431707.4	9.99e-01	1.82646e-05
CGB7	CGB7	    94027.3	    94027.4	9.99e-01	1.82646e-05
CYBRD1	CYBRD1	    79901.3	    79901.4	9.99e-01	1.82646e-05
PPP3CB	PPP3CB	     5532.3	     5532.4	9.99e-01	1.82646e-05
MESP1	MESP1	    55897.3	    55897.4	9.99e-01	1.82646e-05
PIGA	PIGA	     5277.3	     5277.4	9.99e-01	1.82646e-05
ZBTB21	ZBTB21	    49854.3	    49854.4	9.99e-01	1.82646e-05
RPS15	RPS15	     6209.3	     6209.4	9.99e-01	1.82646e-05
URI1	URI1	     8725.3	     8725.4	9.99e-01	1.82646e-05
AGXT2	AGXT2	    64902.3	    64902.4	9.99e-01	1.82646e-05
CDK20	CDK20	    23552.3	    23552.4	9.99e-01	1.82646e-05
HNRNPCL1	HNRNPCL1	   343069.3	   343069.4	9.99e-01	1.82646e-05
SREK1	SREK1	   140890.3	   140890.4	9.99e-01	1.82646e-05
GNAO1	GNAO1	     2775.3	     2775.4	9.99e-01	1.82646e-05
GPR149	GPR149	   344758.3	   344758.4	9.99e-01	1.82646e-05
DEFB118	DEFB118	   117285.3	   117285.4	9.99e-01	1.82646e-05
ENO1	ENO1	     2023.3	     2023.4	9.99e-01	1.82646e-05
CLUAP1	CLUAP1	    23059.3	    23059.4	9.99e-01	1.82646e-05
CNPPD1	CNPPD1	    27013.3	    27013.4	9.99e-01	1.82646e-05
TMEM182	TMEM182	   130827.3	   130827.4	9.99e-01	1.82646e-05
UCN3	UCN3	   114131.3	   114131.4	9.99e-01	1.82646e-05
HIF1AN	HIF1AN	    55662.3	    55662.4	9.99e-01	1.82646e-05
ZNF514	ZNF514	    84874.3	    84874.4	9.99e-01	1.82646e-05
PRTN3	PRTN3	     5657.3	     5657.4	9.99e-01	1.82646e-05
NDUFB1	NDUFB1	     4707.3	     4707.4	9.99e-01	1.82646e-05
OR7C1	OR7C1	    26664.3	    26664.4	9.99e-01	1.82646e-05
ZNF516	ZNF516	     9658.3	     9658.4	9.99e-01	1.82646e-05
C5orf24	C5orf24	   134553.3	   134553.4	9.99e-01	1.82646e-05
DCUN1D3	DCUN1D3	   123879.3	   123879.4	9.99e-01	1.82646e-05
ADK	ADK	      132.3	      132.4	9.99e-01	1.82646e-05
HIST1H2AC	HIST1H2AC	     8334.3	     8334.4	9.99e-01	1.82646e-05
BRI3BP	BRI3BP	   140707.3	   140707.4	9.99e-01	1.82646e-05
ZNF738	ZNF738	   148203.3	   148203.4	9.99e-01	1.82646e-05
PIP	PIP	     5304.3	     5304.4	9.99e-01	1.82646e-05
TEX9	TEX9	   374618.3	   374618.4	9.99e-01	1.82646e-05
RIPPLY2	RIPPLY2	   134701.3	   134701.4	9.99e-01	1.82646e-05
CCDC51	CCDC51	    79714.3	    79714.4	9.99e-01	1.82646e-05
AES	AES	      166.3	      166.4	9.99e-01	1.82646e-05
FUT4	FUT4	     2526.3	     2526.4	9.99e-01	1.82646e-05
